col_mode_transport,col_polluant,col_emission_totale,col_emission_moyenne,col_concentration_moyenne,col_date,col_saison,col_ville,col_emission_par_usager_gkm,col_nb_usagers_journaliers,col_emission_totale_kg,col_concentration_ugm3,col_indice_qualite_air,col_source
Tramway,PM10,1.44,3.06,12.73,2024-09-08 00:00:00,7.62,Montpellier,5.02,1.62,5.36,17.13,6.12,Airparif
Métro,CO,3.73,1.73,50.14,2024-01-01 00:00:00,8.38,Bordeaux,2.4,4.56,5.29,71.21,1.25,RATP_Open_Data_2024
Métro,O3,8.51,2.99,32.8,2024-03-31 00:00:00,1.45,Paris,2.81,1.58,2.8,58.1,1.53,Airparif
Métro,NO2,1.99,2.68,29.32,2024-06-17 00:00:00,8.45,Toulouse,2.4,4.25,6.24,64.61,2.81,SNCF_Open_Data
Transilien,O3,1.76,7.49,24.52,2024-03-01 00:00:00,2.84,Montpellier,3.81,5.57,3.49,36.88,6.05,Data.gouv.fr
TGV,CO,2.4,7.22,21.11,2024-04-29 00:00:00,8.34,Toulouse,3.89,2.08,8.64,12.56,1.96,RATP_Open_Data_2024
TGV,PM10,5.14,1.97,25.65,2024-06-23 00:00:00,4.38,Bordeaux,1.61,5.84,3.63,63.02,4.49,SNCF_Open_Data
TGV,CO,2.75,6.58,4.47,2024-06-27 00:00:00,4.84,Lille,7.27,6.44,8.53,7.36,5.91,Data.gouv.fr
Bus RATP,CO,2.73,2.9,3.35,2024-04-11 00:00:00,2.85,Bordeaux,5.36,5.25,4.21,61.02,7.75,Météo-France
Transilien,CO,7.09,5.87,51.81,2024-07-23 00:00:00,6.83,Bordeaux,5.36,2.8,4.73,40.9,1.88,Airparif
Transilien,PM10,4.29,3.04,6.56,2024-06-21 00:00:00,3.59,Nice,3.31,8.77,5.19,57.53,8.64,Data.gouv.fr
TGV,O3,4.28,7.57,41.28,2024-04-21 00:00:00,5.65,Marseille,5.56,8.13,8.53,5.1,7.52,Data.gouv.fr
Métro,SO2,3.16,8.19,16.57,2024-09-18 00:00:00,4.34,Toulouse,2.29,7.64,3.77,45.04,5.81,Météo-France
TGV,SO2,4.52,4.02,3.69,2024-06-03 00:00:00,8.09,Marseille,3.98,1.29,3.74,39.62,5.24,Météo-France
Bus RATP,PM10,6.97,5.56,31.09,2024-05-31 00:00:00,6.8,Nice,2.84,6.14,4.77,33.56,7.16,SNCF_Open_Data
TGV,NO2,3.47,5.1,53.59,2024-01-03 00:00:00,6.32,Nantes,3.87,5.92,2.86,83.95,4.37,Airparif
Métro,CO,8.61,5.08,64.35,2024-02-18 00:00:00,2.18,Paris,5.41,8.51,7.83,3.09,8.73,SNCF_Open_Data
RER,NO2,7.6,6.58,30.63,2024-10-19 00:00:00,1.98,Nantes,1.45,3.89,7.02,34.5,7.63,Airparif
Bus RATP,SO2,4.75,5.38,8.78,2024-10-17 00:00:00,2.52,Strasbourg,5.22,7.41,8.09,75.62,7.27,Météo-France
Transilien,O3,1.71,1.42,69.37,2024-08-30 00:00:00,4.62,Nantes,8.45,5.42,4.91,53.11,3.31,Airparif
Bus RATP,PM2.5,4.26,3.94,2.13,2024-01-06 00:00:00,3.12,Marseille,4.51,6.53,7.44,4.74,5.45,Airparif
Tramway,CO,7.26,7.58,75.96,2024-10-17 00:00:00,8.31,Strasbourg,2.19,7.63,3.46,3.92,1.76,RATP_Open_Data_2024
Bus RATP,NO2,1.24,8.13,19.67,2024-12-12 00:00:00,4.46,Marseille,5.2,3.83,2.16,14.21,8.0,RATP_Open_Data_2024
Métro,O3,7.39,5.55,67.48,2024-10-04 00:00:00,8.46,Montpellier,7.26,4.07,3.9,15.9,7.11,Météo-France
TER,NO2,2.17,6.72,54.21,2024-12-08 00:00:00,7.47,Paris,3.59,4.12,3.27,9.21,8.1,SNCF_Open_Data
Tramway,PM10,4.3,4.65,6.53,2024-09-04 00:00:00,5.04,Toulouse,5.12,3.53,2.65,17.28,1.71,RATP_Open_Data_2024
Transilien,PM2.5,6.85,3.42,43.05,2024-01-02 00:00:00,7.71,Nice,3.88,2.43,5.67,56.68,3.35,Data.gouv.fr
RER,O3,7.79,4.14,58.41,2024-02-19 00:00:00,4.56,Strasbourg,3.06,7.44,8.61,60.68,4.28,Airparif
TER,O3,2.67,7.99,45.62,2024-11-07 00:00:00,4.67,Lille,5.09,1.84,1.35,74.61,7.42,SNCF_Open_Data
RER,PM2.5,8.25,5.59,76.59,2024-05-27 00:00:00,1.59,Lyon,5.62,8.78,8.44,24.13,6.7,Data.gouv.fr
TGV,CO,6.31,5.02,49.63,2024-03-21 00:00:00,2.09,Toulouse,7.59,4.27,3.99,70.1,6.69,Data.gouv.fr
Métro,PM10,7.97,3.45,68.18,2024-06-01 00:00:00,3.68,Strasbourg,5.89,2.4,2.55,76.52,8.73,SNCF_Open_Data
TER,PM10,1.71,6.26,60.17,2024-12-01 00:00:00,7.65,Bordeaux,7.92,1.28,7.51,39.4,8.32,Airparif
Transilien,PM2.5,6.27,4.11,38.49,2024-10-23 00:00:00,1.2,Montpellier,3.24,1.55,4.17,9.56,5.15,RATP_Open_Data_2024
Métro,O3,4.46,3.67,55.17,2024-01-09 00:00:00,6.39,Bordeaux,5.41,7.7,3.74,41.34,1.47,Airparif
Bus RATP,PM2.5,7.1,6.63,58.98,2024-04-18 00:00:00,6.84,Nice,2.53,6.8,6.73,67.56,2.45,Airparif
Transilien,NO2,1.31,8.05,49.62,2024-12-18 00:00:00,7.18,Lyon,6.82,5.93,6.09,8.21,2.64,Airparif
Métro,CO,2.77,1.89,14.44,2024-03-28 00:00:00,3.35,Lille,4.4,3.54,8.26,48.41,3.96,Météo-France
Tramway,PM2.5,8.35,8.73,24.8,2024-09-03 00:00:00,1.44,Bordeaux,1.67,7.65,3.93,4.54,8.61,SNCF_Open_Data
Bus RATP,O3,2.16,7.66,42.55,2024-04-24 00:00:00,1.43,Bordeaux,1.37,5.13,5.51,48.63,2.51,Airparif
TER,O3,5.59,1.62,3.82,2024-12-06 00:00:00,5.33,Bordeaux,1.49,3.59,3.38,38.65,4.67,Airparif
RER,SO2,6.31,6.44,67.44,2024-07-09 00:00:00,7.27,Montpellier,7.54,1.3,3.16,83.05,6.69,RATP_Open_Data_2024
TER,O3,3.65,3.99,8.87,2024-01-21 00:00:00,7.57,Paris,4.19,3.81,3.13,43.07,7.07,Data.gouv.fr
TER,PM2.5,2.01,1.29,34.5,2024-11-23 00:00:00,8.42,Toulouse,6.5,4.27,4.93,30.14,7.35,Airparif
TER,SO2,5.94,8.42,38.18,2024-05-07 00:00:00,2.82,Montpellier,4.59,3.78,2.02,39.35,6.95,Météo-France
Tramway,NO2,6.76,5.91,9.2,2024-01-19 00:00:00,4.72,Nice,3.21,5.52,6.94,42.91,4.06,RATP_Open_Data_2024
TGV,CO,8.28,8.59,33.42,2024-07-04 00:00:00,6.85,Nice,7.04,7.48,2.31,59.1,5.98,SNCF_Open_Data
Bus RATP,NO2,2.16,3.18,47.1,2024-08-28 00:00:00,6.99,Strasbourg,7.86,1.35,8.38,57.69,5.83,Airparif
TER,O3,8.35,3.32,84.68,2024-04-21 00:00:00,3.46,Lille,3.8,5.5,2.77,53.63,3.95,Airparif
Tramway,O3,2.66,4.84,46.97,2024-04-28 00:00:00,2.96,Nice,4.09,4.01,4.55,7.69,6.34,Airparif
Transilien,O3,3.64,7.07,5.91,2024-02-03 00:00:00,8.08,Nice,1.93,2.43,2.96,44.99,8.48,Data.gouv.fr
Métro,PM10,6.11,2.95,68.12,2024-12-07 00:00:00,7.75,Paris,8.2,6.98,1.28,84.72,1.73,Data.gouv.fr
TGV,NO2,5.5,7.24,35.71,2024-12-23 00:00:00,6.55,Nantes,8.71,4.97,4.79,73.71,4.55,SNCF_Open_Data
Tramway,CO,3.06,8.42,35.32,2024-05-03 00:00:00,2.08,Paris,2.27,6.46,6.8,17.63,4.62,SNCF_Open_Data
Métro,NO2,7.59,3.38,76.25,2024-01-22 00:00:00,8.01,Paris,6.78,6.43,1.71,27.49,2.45,Data.gouv.fr
Tramway,NO2,6.89,6.73,77.67,2024-07-05 00:00:00,1.65,Lyon,2.53,2.98,1.39,62.51,6.98,RATP_Open_Data_2024
Bus RATP,SO2,4.1,5.95,29.34,2024-03-02 00:00:00,4.47,Paris,5.57,3.86,3.94,28.64,1.81,RATP_Open_Data_2024
Tramway,O3,4.96,1.28,60.54,2024-01-17 00:00:00,8.71,Toulouse,1.65,1.49,8.35,66.16,1.28,Airparif
Transilien,CO,5.52,2.91,81.4,2024-03-30 00:00:00,6.72,Toulouse,2.34,7.33,2.87,2.57,4.03,Airparif
Bus RATP,NO2,1.54,4.01,80.21,2024-05-26 00:00:00,2.47,Strasbourg,5.03,2.38,8.61,69.75,4.5,Airparif
Transilien,SO2,3.76,3.02,15.22,2024-02-10 00:00:00,8.42,Lyon,7.57,4.26,3.89,29.92,7.87,Data.gouv.fr
Transilien,SO2,2.9,6.52,17.11,2024-09-04 00:00:00,3.16,Nantes,5.78,3.62,2.88,69.95,3.2,RATP_Open_Data_2024
Transilien,PM10,2.98,6.75,10.47,2024-08-25 00:00:00,3.87,Nice,4.31,5.25,6.03,38.07,4.05,Airparif
TER,PM2.5,2.02,1.61,15.36,2024-05-12 00:00:00,3.86,Nantes,1.25,7.23,5.46,76.06,7.21,RATP_Open_Data_2024
RER,PM2.5,4.27,5.22,72.42,2024-11-26 00:00:00,5.18,Bordeaux,5.27,5.41,7.03,9.37,6.62,Data.gouv.fr
Tramway,PM2.5,4.51,7.3,72.67,2024-12-01 00:00:00,8.71,Nice,2.78,6.66,4.56,29.49,3.72,RATP_Open_Data_2024
Métro,PM2.5,7.05,6.18,76.69,2024-06-17 00:00:00,2.01,Toulouse,6.65,6.66,3.33,9.21,1.53,SNCF_Open_Data
TGV,CO,3.85,5.61,83.28,2024-03-26 00:00:00,5.12,Bordeaux,8.23,7.22,8.58,32.28,7.34,RATP_Open_Data_2024
RER,NO2,3.87,7.88,67.0,2024-08-24 00:00:00,6.9,Bordeaux,7.84,1.67,2.27,14.04,3.27,Météo-France
Bus RATP,PM2.5,5.0,8.29,14.41,2024-05-26 00:00:00,7.58,Lyon,4.79,1.77,3.43,11.7,6.81,RATP_Open_Data_2024
Transilien,O3,5.84,7.18,21.74,2024-02-02 00:00:00,7.95,Lille,6.78,6.3,7.42,9.18,2.21,RATP_Open_Data_2024
TER,PM10,2.02,2.75,81.01,2024-03-01 00:00:00,4.74,Nice,6.73,3.52,5.53,36.6,4.09,Météo-France
Bus RATP,CO,2.74,7.35,55.39,2024-06-22 00:00:00,5.97,Strasbourg,8.75,3.98,7.44,6.77,8.79,SNCF_Open_Data
TER,SO2,2.19,5.16,13.03,2024-07-28 00:00:00,8.66,Nice,1.27,8.74,5.36,81.98,3.99,SNCF_Open_Data
TER,O3,1.29,7.43,8.85,2024-08-18 00:00:00,2.34,Nice,7.58,3.39,2.39,70.57,5.43,Météo-France
Métro,NO2,4.25,1.87,5.77,2024-08-10 00:00:00,6.1,Paris,2.15,2.21,7.55,20.2,3.16,SNCF_Open_Data
TGV,CO,2.85,4.29,65.31,2024-09-29 00:00:00,5.22,Nice,7.38,3.12,5.69,35.71,2.34,Airparif
Tramway,PM2.5,8.78,8.26,69.63,2024-07-30 00:00:00,5.47,Lille,3.51,6.02,2.39,35.27,7.98,RATP_Open_Data_2024
Métro,CO,7.35,5.48,3.14,2024-04-13 00:00:00,1.81,Nice,5.75,2.78,3.74,64.43,7.79,Data.gouv.fr
Transilien,PM2.5,5.0,2.98,14.07,2024-07-02 00:00:00,8.44,Bordeaux,5.33,7.86,2.89,25.42,8.64,Airparif
TER,O3,8.38,4.62,67.56,2024-11-25 00:00:00,6.43,Lyon,7.02,6.84,1.89,79.67,5.44,Airparif
Tramway,PM10,8.67,7.91,42.77,2024-04-12 00:00:00,7.1,Bordeaux,5.54,6.35,4.38,35.91,1.3,Météo-France
TGV,CO,3.04,6.3,27.07,2024-03-30 00:00:00,2.86,Strasbourg,1.79,3.84,8.61,75.4,1.3,SNCF_Open_Data
Bus RATP,PM10,1.8,1.68,84.51,2024-11-17 00:00:00,6.29,Paris,8.01,6.41,3.3,35.82,8.18,Airparif
Transilien,PM10,2.06,3.74,72.61,2024-09-15 00:00:00,3.68,Toulouse,3.18,5.68,3.47,23.56,7.63,Airparif
Métro,PM2.5,6.36,3.68,34.09,2024-06-02 00:00:00,1.87,Bordeaux,5.75,7.41,1.93,46.35,5.86,Airparif
TER,PM10,4.58,2.22,30.87,2024-03-02 00:00:00,1.39,Marseille,3.04,6.94,5.6,77.6,3.0,Airparif
Bus RATP,O3,2.11,5.82,22.61,2024-08-02 00:00:00,4.18,Nice,2.55,3.24,1.73,30.1,5.38,Airparif
Transilien,PM10,6.28,5.25,9.92,2024-07-08 00:00:00,2.39,Toulouse,7.45,2.38,6.91,14.57,3.13,Airparif
TER,SO2,6.35,3.63,25.46,2024-07-11 00:00:00,6.18,Marseille,3.27,5.77,5.06,64.81,7.51,Data.gouv.fr
TER,SO2,6.97,7.81,58.7,2024-01-25 00:00:00,4.48,Bordeaux,8.01,3.55,4.98,46.03,3.02,Météo-France
Tramway,PM2.5,2.22,2.34,11.41,2024-11-26 00:00:00,4.36,Lille,6.43,7.94,4.97,2.07,1.51,Data.gouv.fr
RER,PM10,4.44,5.65,11.49,2024-03-29 00:00:00,6.43,Toulouse,3.9,2.08,3.0,7.04,2.84,Data.gouv.fr
TER,NO2,7.34,6.76,11.06,2024-02-06 00:00:00,5.95,Toulouse,5.39,4.44,3.89,28.63,6.83,Data.gouv.fr
TGV,CO,1.43,7.03,42.02,2024-03-06 00:00:00,5.27,Paris,3.98,3.36,8.22,12.68,1.93,SNCF_Open_Data
Métro,PM2.5,7.19,1.53,76.57,2024-01-25 00:00:00,6.68,Strasbourg,1.31,5.83,4.8,16.62,2.97,SNCF_Open_Data
Bus RATP,PM2.5,8.01,2.08,66.54,2024-03-25 00:00:00,7.12,Lyon,4.17,5.12,4.66,30.65,5.08,Airparif
RER,O3,4.38,8.78,53.88,2024-10-03 00:00:00,7.93,Bordeaux,1.61,3.88,3.21,42.45,5.47,SNCF_Open_Data
Transilien,O3,4.49,6.13,37.4,2024-08-04 00:00:00,6.08,Nantes,3.22,6.0,2.71,28.6,1.38,Météo-France
Bus RATP,PM2.5,5.04,8.06,7.31,2024-05-19 00:00:00,4.82,Strasbourg,7.27,2.46,2.86,24.5,4.09,Data.gouv.fr
RER,SO2,7.14,3.58,56.33,2024-02-15 00:00:00,1.81,Lille,6.32,6.65,7.58,65.88,5.92,RATP_Open_Data_2024
Transilien,SO2,6.13,1.83,83.6,2024-06-16 00:00:00,8.13,Lille,3.57,8.23,6.79,42.59,7.5,Airparif
RER,O3,6.95,3.31,50.41,2024-06-14 00:00:00,5.09,Paris,5.7,5.54,4.04,58.47,7.65,Data.gouv.fr
TGV,O3,6.04,5.51,56.76,2024-05-28 00:00:00,4.4,Marseille,3.19,1.58,2.82,27.91,5.46,Airparif
TGV,SO2,8.44,4.45,22.7,2024-07-25 00:00:00,5.52,Nantes,4.75,2.87,7.29,64.66,3.42,Data.gouv.fr
Tramway,PM2.5,7.51,3.99,21.26,2024-10-23 00:00:00,2.33,Lyon,4.68,5.16,3.81,69.89,4.59,Data.gouv.fr
RER,PM10,3.64,4.69,69.39,2024-10-28 00:00:00,8.38,Marseille,7.79,5.55,4.13,83.84,5.55,Data.gouv.fr
Transilien,O3,5.09,5.99,76.52,2024-05-09 00:00:00,5.42,Marseille,6.82,7.67,3.29,77.63,6.65,SNCF_Open_Data
TGV,SO2,6.88,1.77,14.51,2024-06-20 00:00:00,6.17,Toulouse,2.56,8.48,8.68,19.27,3.54,SNCF_Open_Data
TGV,SO2,8.64,7.2,75.86,2024-05-22 00:00:00,8.19,Nice,3.05,1.57,5.56,31.18,2.33,RATP_Open_Data_2024
Transilien,CO,3.68,8.22,22.48,2024-11-10 00:00:00,4.14,Lille,8.08,5.14,5.93,84.89,8.02,Data.gouv.fr
Métro,PM2.5,5.58,6.07,48.96,2024-07-25 00:00:00,4.48,Lille,3.56,3.72,2.41,38.48,7.52,RATP_Open_Data_2024
Transilien,NO2,5.39,6.33,31.13,2024-06-26 00:00:00,6.77,Nice,7.9,5.8,7.25,48.41,4.86,Data.gouv.fr
Bus RATP,NO2,3.72,4.85,82.12,2024-03-25 00:00:00,5.97,Paris,5.13,3.16,3.36,19.3,4.03,Data.gouv.fr
TGV,NO2,7.32,1.26,42.64,2024-07-18 00:00:00,8.69,Nice,2.76,5.1,4.93,7.24,6.36,Airparif
Transilien,PM10,3.48,3.86,31.25,2024-07-10 00:00:00,1.67,Bordeaux,3.69,3.71,7.47,31.88,3.91,SNCF_Open_Data
Métro,CO,7.27,2.48,46.54,2024-06-28 00:00:00,3.17,Strasbourg,5.31,1.23,3.07,47.53,7.82,Data.gouv.fr
Transilien,PM10,5.8,3.26,46.0,2024-08-24 00:00:00,7.84,Lille,5.74,6.92,1.46,42.38,4.3,Airparif
Tramway,SO2,3.78,7.38,70.88,2024-06-08 00:00:00,8.24,Strasbourg,6.38,6.75,6.06,47.9,2.21,Data.gouv.fr
RER,SO2,7.06,6.07,37.3,2024-10-08 00:00:00,4.4,Bordeaux,8.03,3.07,1.34,4.07,7.39,Data.gouv.fr
TER,CO,1.65,1.91,35.11,2024-04-13 00:00:00,6.76,Strasbourg,5.9,7.51,5.38,58.17,8.37,Airparif
Bus RATP,O3,8.39,2.43,49.52,2024-05-28 00:00:00,3.46,Toulouse,8.58,6.48,4.77,77.37,8.42,SNCF_Open_Data
Tramway,SO2,8.61,1.36,61.11,2024-02-06 00:00:00,6.78,Nantes,7.3,3.08,4.99,71.19,4.12,Météo-France
Bus RATP,PM2.5,8.26,3.31,67.5,2024-09-20 00:00:00,6.77,Toulouse,6.95,4.81,2.84,41.14,7.77,Météo-France
RER,PM2.5,1.52,2.85,59.54,2024-02-14 00:00:00,1.47,Nantes,2.76,4.43,2.6,14.97,6.8,SNCF_Open_Data
Tramway,O3,8.6,3.78,71.09,2024-07-04 00:00:00,6.41,Marseille,5.12,3.47,1.86,32.76,2.66,SNCF_Open_Data
Tramway,O3,3.83,2.87,53.27,2024-07-23 00:00:00,2.4,Toulouse,8.42,2.97,3.72,73.09,2.9,Airparif
Transilien,PM10,6.22,2.02,50.58,2024-04-06 00:00:00,7.09,Nice,8.65,1.83,5.25,58.81,3.81,Airparif
RER,SO2,1.41,2.0,27.28,2024-06-23 00:00:00,2.57,Paris,3.67,1.34,6.44,53.72,4.59,Météo-France
Bus RATP,O3,5.97,1.33,40.79,2024-10-21 00:00:00,2.48,Nice,2.35,7.59,3.26,65.64,2.86,RATP_Open_Data_2024
Métro,SO2,2.49,6.69,22.04,2024-09-04 00:00:00,8.77,Nantes,8.23,6.09,5.25,80.29,5.14,Airparif
Bus RATP,PM10,2.75,4.18,2.05,2024-06-28 00:00:00,2.53,Marseille,2.24,3.42,7.38,32.67,8.28,Airparif
Métro,PM10,8.24,7.86,13.21,2024-10-11 00:00:00,8.45,Lyon,7.66,7.55,5.85,30.56,5.67,Data.gouv.fr
TER,SO2,5.09,6.49,35.46,2024-01-24 00:00:00,1.73,Nantes,2.1,8.26,3.77,69.18,4.15,SNCF_Open_Data
TGV,SO2,6.94,8.79,40.09,2024-08-15 00:00:00,1.23,Toulouse,7.28,6.5,2.95,43.88,5.45,SNCF_Open_Data
TGV,CO,7.86,6.39,56.19,2024-03-21 00:00:00,4.57,Lyon,1.3,3.44,5.99,78.08,7.88,Data.gouv.fr
TER,SO2,3.17,4.65,22.22,2024-10-13 00:00:00,7.42,Strasbourg,3.85,3.1,5.22,59.07,7.88,Airparif
RER,NO2,6.86,3.92,57.21,2024-04-17 00:00:00,4.28,Nice,7.78,5.44,4.18,10.44,4.04,Météo-France
RER,NO2,6.77,6.49,15.57,2024-07-08 00:00:00,3.17,Montpellier,2.45,1.21,6.5,57.49,7.42,Data.gouv.fr
Bus RATP,O3,6.25,7.38,65.4,2024-02-18 00:00:00,6.28,Paris,2.22,2.04,3.33,14.41,6.93,RATP_Open_Data_2024
TER,CO,1.37,5.48,51.53,2024-09-29 00:00:00,8.52,Montpellier,1.49,7.33,4.09,81.23,4.23,Data.gouv.fr
Métro,PM2.5,3.9,2.32,43.09,2024-03-08 00:00:00,3.22,Lyon,3.14,7.51,1.85,76.16,7.16,Airparif
Tramway,O3,5.45,6.24,76.27,2024-11-07 00:00:00,2.63,Strasbourg,7.3,4.81,8.65,20.88,6.45,Data.gouv.fr
RER,PM2.5,6.72,4.54,19.15,2024-08-05 00:00:00,5.79,Nice,8.38,7.81,1.8,10.95,7.94,Météo-France
RER,SO2,3.86,8.43,16.74,2024-02-03 00:00:00,2.88,Lyon,5.8,7.08,2.16,84.59,2.78,RATP_Open_Data_2024
TER,O3,3.26,7.01,7.76,2024-04-14 00:00:00,3.9,Strasbourg,8.27,1.92,6.11,53.09,8.69,Météo-France
Bus RATP,PM10,7.19,3.64,81.44,2024-05-12 00:00:00,2.39,Marseille,5.53,6.57,7.03,48.29,5.97,SNCF_Open_Data
Bus RATP,CO,5.3,4.45,6.48,2024-04-11 00:00:00,2.1,Toulouse,5.88,5.31,5.16,23.22,2.95,Airparif
Tramway,NO2,4.39,5.64,40.1,2024-07-10 00:00:00,3.72,Paris,5.41,1.72,3.2,58.07,5.55,SNCF_Open_Data
Métro,PM2.5,5.3,6.56,35.89,2024-10-17 00:00:00,1.89,Marseille,8.2,7.54,2.38,4.54,4.19,Météo-France
RER,SO2,2.6,1.58,83.23,2024-08-17 00:00:00,7.06,Toulouse,2.01,8.23,2.13,52.65,5.06,RATP_Open_Data_2024
Bus RATP,PM2.5,4.81,2.19,19.67,2024-04-29 00:00:00,1.43,Bordeaux,7.26,4.45,7.75,69.7,2.26,RATP_Open_Data_2024
Bus RATP,SO2,4.1,4.3,79.47,2024-01-08 00:00:00,7.38,Marseille,3.25,5.04,1.96,79.3,3.24,Météo-France
RER,PM2.5,8.4,4.69,66.15,2024-01-20 00:00:00,1.65,Bordeaux,5.26,4.6,4.96,77.91,6.21,SNCF_Open_Data
Tramway,SO2,3.85,6.76,12.09,2024-01-14 00:00:00,1.4,Toulouse,5.47,8.63,8.61,56.02,1.62,Data.gouv.fr
TER,NO2,2.03,2.74,43.8,2024-01-23 00:00:00,5.23,Nice,7.97,2.86,3.13,17.41,1.75,Airparif
TGV,PM2.5,4.46,5.0,28.44,2024-10-19 00:00:00,2.11,Paris,8.5,6.55,5.38,79.75,2.28,Airparif
Métro,O3,1.77,5.37,79.35,2024-09-27 00:00:00,5.52,Strasbourg,5.64,7.12,8.27,79.19,3.07,Météo-France
TGV,CO,8.1,6.44,35.14,2024-06-07 00:00:00,2.56,Strasbourg,1.86,4.18,2.15,33.43,4.19,RATP_Open_Data_2024
Bus RATP,NO2,3.17,6.83,40.37,2024-09-27 00:00:00,6.11,Paris,2.61,6.85,7.69,5.98,7.7,Airparif
RER,NO2,5.43,6.22,84.09,2024-11-10 00:00:00,4.29,Toulouse,3.88,5.04,4.46,55.45,6.83,Météo-France
TGV,PM2.5,4.81,5.55,37.05,2024-02-27 00:00:00,8.09,Lyon,8.46,7.19,1.57,26.32,2.03,RATP_Open_Data_2024
Transilien,CO,1.56,1.82,8.01,2024-08-06 00:00:00,3.64,Lille,3.3,7.13,5.38,14.14,5.88,SNCF_Open_Data
RER,O3,1.78,2.73,49.71,2024-12-10 00:00:00,7.57,Nantes,6.7,7.62,4.45,72.08,7.1,Météo-France
TER,NO2,5.34,5.17,4.91,2024-08-12 00:00:00,6.11,Strasbourg,5.82,7.71,4.86,19.97,1.56,Data.gouv.fr
Bus RATP,SO2,6.66,8.56,68.79,2024-03-02 00:00:00,6.83,Marseille,6.06,5.16,4.81,47.63,1.55,Data.gouv.fr
Bus RATP,PM2.5,6.95,6.11,17.37,2024-01-05 00:00:00,7.1,Strasbourg,4.66,8.46,7.55,34.03,2.57,Data.gouv.fr
RER,SO2,4.19,4.4,65.42,2024-11-11 00:00:00,4.39,Strasbourg,4.67,6.5,1.65,44.62,7.13,Météo-France
Tramway,O3,8.08,2.68,16.65,2024-09-29 00:00:00,1.5,Lyon,3.5,6.02,7.53,66.42,1.45,Data.gouv.fr
Transilien,CO,7.72,1.99,20.34,2024-07-13 00:00:00,8.09,Toulouse,6.6,1.37,7.0,8.32,4.4,Data.gouv.fr
Métro,NO2,2.06,6.02,70.23,2024-03-23 00:00:00,6.28,Paris,6.13,2.56,1.59,26.27,8.71,Météo-France
Bus RATP,PM2.5,4.76,3.15,49.87,2024-05-23 00:00:00,7.58,Paris,6.53,6.79,8.61,30.55,6.55,RATP_Open_Data_2024
TGV,SO2,3.38,6.64,6.03,2024-07-26 00:00:00,8.23,Toulouse,6.82,7.42,2.46,38.86,8.35,SNCF_Open_Data
RER,PM10,8.53,2.63,4.0,2024-03-15 00:00:00,2.67,Nantes,7.86,3.31,6.45,10.15,8.63,SNCF_Open_Data
Tramway,SO2,2.09,2.12,35.73,2024-07-25 00:00:00,8.07,Nice,2.47,5.59,3.2,60.57,2.84,Météo-France
Transilien,NO2,3.82,3.26,7.98,2024-08-03 00:00:00,6.79,Montpellier,1.43,4.51,2.79,82.79,1.25,SNCF_Open_Data
Bus RATP,PM2.5,6.33,7.7,32.48,2024-04-30 00:00:00,2.92,Toulouse,7.34,7.69,7.78,19.6,8.35,Data.gouv.fr
Transilien,O3,2.75,7.69,82.56,2024-09-12 00:00:00,1.33,Lille,5.7,3.87,7.38,16.46,4.85,Airparif
Transilien,SO2,8.77,2.36,68.61,2024-06-27 00:00:00,1.87,Toulouse,1.9,8.43,3.62,3.02,4.92,SNCF_Open_Data
Métro,CO,6.86,1.65,49.55,2024-08-29 00:00:00,4.47,Bordeaux,5.25,5.99,7.64,70.12,6.3,Météo-France
Bus RATP,NO2,6.11,3.27,76.8,2024-09-15 00:00:00,8.45,Lyon,6.54,8.14,5.95,3.12,6.18,SNCF_Open_Data
TGV,PM10,6.25,7.29,49.42,2024-06-09 00:00:00,3.45,Toulouse,3.83,2.91,5.92,52.78,3.33,SNCF_Open_Data
Bus RATP,CO,1.75,5.5,5.53,2024-03-18 00:00:00,1.44,Nice,3.48,1.76,2.77,15.33,6.4,Météo-France
Métro,PM10,7.11,5.46,14.15,2024-11-03 00:00:00,2.66,Montpellier,2.87,2.48,3.42,24.3,2.78,RATP_Open_Data_2024
RER,O3,5.25,5.68,59.68,2024-10-23 00:00:00,4.39,Marseille,8.69,3.42,6.36,43.93,8.51,RATP_Open_Data_2024
Métro,SO2,6.8,6.14,65.11,2024-02-28 00:00:00,3.32,Nantes,5.76,7.65,4.68,31.06,5.98,SNCF_Open_Data
Transilien,PM2.5,5.23,2.14,47.23,2024-08-27 00:00:00,4.96,Nantes,4.5,4.17,2.28,4.57,3.47,Airparif
RER,NO2,8.29,2.05,58.0,2024-08-17 00:00:00,3.99,Bordeaux,3.4,1.46,5.64,24.25,1.83,Météo-France
TER,PM10,4.18,7.29,71.41,2024-05-27 00:00:00,2.8,Nantes,3.95,4.72,5.2,9.8,4.69,RATP_Open_Data_2024
Bus RATP,CO,7.79,7.33,63.59,2024-01-22 00:00:00,3.78,Strasbourg,5.65,6.39,4.21,64.05,4.3,Airparif
Transilien,SO2,4.22,5.71,57.67,2024-03-28 00:00:00,5.16,Nice,2.82,7.37,6.02,80.11,4.42,SNCF_Open_Data
Tramway,NO2,3.86,5.17,11.49,2024-10-18 00:00:00,2.75,Marseille,3.42,8.19,4.56,8.78,8.53,RATP_Open_Data_2024
Métro,SO2,3.4,8.75,14.65,2024-07-07 00:00:00,3.13,Nice,1.23,6.16,4.02,54.96,7.7,Airparif
