col_table_source,col_aq_id,col_date,col_zone_id,col_pm25_ugm3,col_no2_ugm3,col_aqi_index,col_source,col_annee,col_secteur,col_emissions_mt_co2eq,col_evolution_annuelle_pourcent,col_part_nationale_pourcent,col_date_collecte,col_emissions_co2_transport_mt,col_indice_qualite_air,col_consommation_energie_transport_twh,col_part_transport_emissions_pourcent,col_reduction_emissions_vs_2019_pourcent,col_amelioration_qualite_air_pourcent,col_objectif_atteint,col_energy_id,col_mois,col_line_id,col_mode,col_energie_kwh,col_ville,col_condition_meteo,col_temperature_celsius,col_humidite_pourcent,col_pression_hpa,col_vitesse_vent_kmh,col_visibilite_km
Data.gouv.fr,ID_043,2024-02-09 00:00:00,ID_043,8.01,3.38,24.58,Météo-France,3.68,3.9,7.55,4.72,6.63,2024-01-22 00:00:00,4.62,2.37,8.46,4.85,6.67,6.69,6.05,ID_043,3.32,ID_043,Transilien,3.91,Bordeaux,3.51,14.1,ID_043,1022.4,50,1.51
Météo-France,ID_044,2024-04-16 00:00:00,ID_044,2.87,8.39,11.74,Data.gouv.fr,5.33,2.26,1.42,8.57,4.97,2024-01-04 00:00:00,6.55,8.68,6.61,3.29,8.27,4.89,8.37,ID_044,3.12,ID_044,TGV,3.63,Lyon,6.0,12.4,ID_044,1011.2,80,2.36
RATP_Open_Data_2024,ID_045,2024-09-02 00:00:00,ID_045,6.93,7.41,16.13,Airparif,4.47,2.88,3.61,1.94,1.69,2024-10-17 00:00:00,2.8,5.21,8.23,4.25,4.2,3.3,8.19,ID_045,7.05,ID_045,TER,7.04,Bordeaux,5.91,7.1,ID_045,1022.3,50,1.59
Airparif,ID_046,2024-11-22 00:00:00,ID_046,5.17,2.16,50.7,Météo-France,3.25,1.64,1.98,5.29,3.22,2024-03-05 00:00:00,1.29,6.01,7.48,1.22,3.75,6.32,4.67,ID_046,2.08,ID_046,TER,6.37,Bordeaux,8.77,18.0,ID_046,1010.5,70,7.45
Data.gouv.fr,ID_047,2024-05-15 00:00:00,ID_047,8.23,2.45,72.13,Météo-France,1.36,3.32,8.43,4.89,2.93,2024-06-08 00:00:00,6.01,4.81,3.63,6.89,6.85,1.36,2.98,ID_047,4.57,ID_047,RER,2.84,Paris,6.97,14.5,ID_047,1005.7,45,5.4
Météo-France,ID_048,2024-02-25 00:00:00,ID_048,3.34,1.71,33.66,Data.gouv.fr,4.83,3.65,2.13,2.07,8.61,2024-04-06 00:00:00,7.67,4.01,4.78,6.89,4.03,2.43,5.2,ID_048,5.67,ID_048,TGV,3.18,Nantes,4.19,15.9,ID_048,1017.2,30,6.77
RATP_Open_Data_2024,ID_049,2024-09-08 00:00:00,ID_049,5.73,3.33,38.85,Data.gouv.fr,8.37,6.5,1.73,2.18,7.36,2024-07-14 00:00:00,4.84,7.56,7.95,4.23,7.32,5.36,6.9,ID_049,2.47,ID_049,Tramway,1.93,Toulouse,2.22,12.4,ID_049,1013.7,110,6.04
Météo-France,ID_050,2024-12-04 00:00:00,ID_050,7.93,8.1,15.5,Météo-France,2.32,6.37,1.92,5.88,2.64,2024-05-03 00:00:00,4.11,6.83,2.84,4.62,8.21,2.76,1.32,ID_050,3.46,ID_050,RER,2.91,Lille,5.75,7.8,ID_050,998.9,50,1.27
Airparif,ID_051,2024-08-23 00:00:00,ID_051,2.17,4.65,30.7,RATP_Open_Data_2024,1.41,4.67,4.43,2.49,8.27,2024-10-21 00:00:00,2.67,4.82,2.27,2.05,2.3,6.8,1.64,ID_051,3.34,ID_051,Tramway,1.51,Marseille,3.34,11.1,ID_051,1006.8,45,6.33
RATP_Open_Data_2024,ID_052,2024-02-08 00:00:00,ID_052,7.28,3.87,4.04,Data.gouv.fr,7.9,1.93,7.99,8.75,7.6,2024-01-26 00:00:00,1.62,7.49,5.76,3.83,4.43,3.43,1.74,ID_052,1.86,ID_052,RER,2.39,Toulouse,7.64,21.1,ID_052,1021.2,50,7.05
Airparif,ID_053,2024-06-25 00:00:00,ID_053,4.55,6.7,28.25,Airparif,2.77,8.33,5.41,6.73,7.82,2024-05-10 00:00:00,3.89,5.49,3.17,2.48,3.09,8.78,6.52,ID_053,7.46,ID_053,RER,3.85,Toulouse,3.55,20.2,ID_053,997.7,45,3.45
Météo-France,ID_054,2024-07-15 00:00:00,ID_054,3.55,7.7,48.44,SNCF_Open_Data,2.22,7.74,6.26,3.46,3.67,2024-06-22 00:00:00,6.18,2.39,4.71,3.51,5.27,4.27,7.73,ID_054,3.6,ID_054,Tramway,7.94,Nantes,1.76,22.3,ID_054,1020.2,110,1.99
Data.gouv.fr,ID_055,2024-04-19 00:00:00,ID_055,2.03,1.53,26.06,SNCF_Open_Data,1.97,4.44,2.01,4.31,3.55,2024-09-15 00:00:00,2.55,2.24,4.85,8.68,4.4,7.12,8.62,ID_055,2.04,ID_055,Métro,2.38,Strasbourg,3.36,11.8,ID_055,1015.8,110,2.71
Météo-France,ID_056,2024-08-07 00:00:00,ID_056,6.75,4.34,42.41,Airparif,6.93,6.75,1.58,2.0,4.45,2024-06-25 00:00:00,1.56,3.55,2.81,4.88,7.54,4.71,6.37,ID_056,8.19,ID_056,Transilien,6.36,Lille,1.63,24.2,ID_056,998.9,80,8.04
Airparif,ID_057,2024-04-08 00:00:00,ID_057,4.88,3.11,74.2,SNCF_Open_Data,7.53,4.37,1.6,3.4,5.58,2024-12-19 00:00:00,2.69,7.24,5.15,7.9,6.39,6.94,3.37,ID_057,1.92,ID_057,Bus RATP,4.73,Lille,2.69,16.5,ID_057,1004.8,30,3.17
RATP_Open_Data_2024,ID_058,2024-08-22 00:00:00,ID_058,7.31,7.75,56.34,Airparif,8.09,4.4,5.25,6.0,5.05,2024-04-07 00:00:00,4.61,6.42,6.94,3.27,2.32,2.52,4.46,ID_058,8.58,ID_058,Tramway,2.19,Bordeaux,2.84,13.9,ID_058,995.4,30,8.76
SNCF_Open_Data,ID_059,2024-09-14 00:00:00,ID_059,5.09,5.14,16.66,Data.gouv.fr,7.28,5.42,6.94,2.85,6.14,2024-05-08 00:00:00,2.4,2.62,8.08,3.83,2.55,6.63,7.07,ID_059,6.96,ID_059,RER,1.8,Toulouse,6.19,27.1,ID_059,1024.8,70,6.3
Météo-France,ID_060,2024-09-07 00:00:00,ID_060,7.07,6.72,11.4,Data.gouv.fr,4.56,6.13,7.61,8.11,3.07,2024-02-26 00:00:00,3.0,2.67,4.19,4.46,6.75,1.95,7.84,ID_060,3.55,ID_060,Tramway,8.53,Strasbourg,3.99,22.1,ID_060,1006.6,80,5.54
RATP_Open_Data_2024,ID_061,2024-12-02 00:00:00,ID_061,8.59,7.74,78.2,RATP_Open_Data_2024,7.56,3.46,5.02,3.02,3.43,2024-05-01 00:00:00,8.56,4.02,8.18,6.75,6.68,4.03,6.36,ID_061,6.37,ID_061,Bus RATP,6.67,Paris,6.23,17.9,ID_061,997.4,70,6.05
Météo-France,ID_062,2024-06-08 00:00:00,ID_062,2.67,3.24,8.53,RATP_Open_Data_2024,2.07,8.0,3.27,5.38,8.41,2024-06-07 00:00:00,4.6,8.57,3.02,6.08,7.71,2.29,1.43,ID_062,2.47,ID_062,Bus RATP,6.88,Lyon,6.38,18.9,ID_062,1001.4,80,6.49
SNCF_Open_Data,ID_063,2024-07-15 00:00:00,ID_063,3.05,1.81,62.66,RATP_Open_Data_2024,2.04,5.98,7.1,3.19,8.16,2024-02-05 00:00:00,5.71,2.56,6.34,2.17,8.66,2.17,6.58,ID_063,5.7,ID_063,Transilien,3.15,Paris,3.31,20.4,ID_063,1013.7,80,2.38
Data.gouv.fr,ID_064,2024-01-17 00:00:00,ID_064,4.7,8.1,66.77,Airparif,5.09,3.44,3.79,6.46,1.22,2024-12-15 00:00:00,6.77,5.19,2.38,8.43,8.06,5.43,5.82,ID_064,7.86,ID_064,TER,6.01,Toulouse,5.27,8.7,ID_064,1001.9,80,6.19
RATP_Open_Data_2024,ID_065,2024-10-04 00:00:00,ID_065,8.35,8.61,77.79,SNCF_Open_Data,6.71,7.53,5.51,8.35,5.85,2024-07-30 00:00:00,6.5,4.18,3.17,3.64,8.35,8.07,8.0,ID_065,7.57,ID_065,Tramway,7.99,Montpellier,7.69,21.1,ID_065,1019.0,110,1.21
SNCF_Open_Data,ID_066,2024-02-03 00:00:00,ID_066,5.05,5.38,84.39,Data.gouv.fr,4.4,5.77,4.9,5.52,1.35,2024-06-28 00:00:00,6.73,3.7,2.77,7.85,7.1,1.72,6.89,ID_066,8.67,ID_066,TGV,7.72,Nantes,3.33,16.2,ID_066,1010.5,50,1.26
SNCF_Open_Data,ID_067,2024-12-04 00:00:00,ID_067,7.03,6.95,73.47,Météo-France,5.53,1.36,5.35,8.77,7.45,2024-12-07 00:00:00,6.2,6.87,7.73,2.27,5.82,4.22,8.52,ID_067,6.87,ID_067,RER,7.9,Nantes,8.23,8.6,ID_067,1017.4,130,4.11
Météo-France,ID_068,2024-01-02 00:00:00,ID_068,2.15,4.02,80.68,SNCF_Open_Data,4.25,6.02,2.6,6.21,3.77,2024-08-15 00:00:00,7.25,2.58,4.92,3.23,5.96,8.78,4.05,ID_068,8.42,ID_068,TGV,4.39,Nantes,6.23,26.3,ID_068,1011.9,30,2.57
SNCF_Open_Data,ID_069,2024-12-01 00:00:00,ID_069,6.91,7.12,40.95,SNCF_Open_Data,8.0,8.11,7.75,3.04,1.56,2024-07-26 00:00:00,1.43,6.98,3.14,3.6,8.51,6.24,3.12,ID_069,4.52,ID_069,Bus RATP,6.14,Toulouse,8.47,16.0,ID_069,1007.5,80,6.84
RATP_Open_Data_2024,ID_070,2024-02-07 00:00:00,ID_070,6.64,5.61,18.69,RATP_Open_Data_2024,5.41,7.41,3.29,4.34,2.39,2024-08-04 00:00:00,1.89,1.32,4.68,6.38,3.23,6.63,2.12,ID_070,8.21,ID_070,RER,6.57,Toulouse,2.88,13.0,ID_070,998.7,80,5.23
SNCF_Open_Data,ID_071,2024-08-12 00:00:00,ID_071,3.17,5.99,10.46,Data.gouv.fr,6.1,4.11,1.69,2.96,2.76,2024-03-28 00:00:00,4.68,8.42,5.6,5.17,1.95,6.46,2.34,ID_071,8.62,ID_071,Bus RATP,6.12,Nantes,5.19,10.0,ID_071,997.1,30,3.38
Météo-France,ID_072,2024-08-12 00:00:00,ID_072,7.3,1.47,76.27,SNCF_Open_Data,2.01,1.39,1.86,6.15,3.08,2024-08-10 00:00:00,3.08,5.55,1.84,2.37,6.61,3.87,5.58,ID_072,6.82,ID_072,Transilien,2.47,Bordeaux,3.39,13.1,ID_072,997.0,45,6.57
RATP_Open_Data_2024,ID_073,2024-10-08 00:00:00,ID_073,2.72,2.43,45.72,Météo-France,1.81,4.0,1.51,6.34,3.58,2024-11-15 00:00:00,6.47,7.83,7.41,1.96,6.48,2.89,1.48,ID_073,7.02,ID_073,Transilien,8.24,Lille,8.03,22.4,ID_073,1013.1,130,5.25
RATP_Open_Data_2024,ID_074,2024-02-16 00:00:00,ID_074,7.79,7.45,16.65,Airparif,7.92,7.47,8.18,3.31,2.95,2024-07-14 00:00:00,1.84,4.06,2.83,5.84,3.49,2.0,5.79,ID_074,2.58,ID_074,RER,6.66,Toulouse,3.13,27.0,ID_074,1015.5,110,6.94
Airparif,ID_075,2024-06-27 00:00:00,ID_075,3.13,3.69,65.19,SNCF_Open_Data,5.92,7.86,4.88,7.94,6.87,2024-02-09 00:00:00,5.3,2.23,5.06,2.58,5.1,4.79,3.83,ID_075,8.61,ID_075,Bus RATP,1.92,Paris,2.19,26.8,ID_075,1011.5,70,2.02
Météo-France,ID_076,2024-12-13 00:00:00,ID_076,8.16,5.16,49.17,Météo-France,8.39,4.23,1.26,8.7,3.1,2024-07-13 00:00:00,8.78,5.36,3.93,2.14,1.62,7.35,8.65,ID_076,6.72,ID_076,Tramway,5.44,Montpellier,3.94,19.1,ID_076,1019.5,70,6.79
Data.gouv.fr,ID_077,2024-09-30 00:00:00,ID_077,5.14,3.2,61.96,SNCF_Open_Data,2.64,4.2,3.13,3.04,7.11,2024-10-15 00:00:00,7.78,1.62,4.77,5.69,6.93,6.58,6.67,ID_077,6.38,ID_077,TGV,5.34,Toulouse,8.12,22.2,ID_077,1015.2,110,5.17
RATP_Open_Data_2024,ID_078,2024-07-07 00:00:00,ID_078,2.14,6.02,23.85,RATP_Open_Data_2024,7.81,2.22,5.01,1.92,7.12,2024-11-13 00:00:00,6.44,3.26,6.95,4.72,4.01,3.12,6.22,ID_078,8.79,ID_078,Bus RATP,6.0,Strasbourg,7.4,14.5,ID_078,1014.8,45,3.87
Météo-France,ID_079,2024-03-31 00:00:00,ID_079,4.73,7.89,80.0,Data.gouv.fr,3.13,6.67,6.99,2.03,4.69,2024-09-25 00:00:00,7.1,7.89,8.57,7.91,1.57,3.02,5.72,ID_079,4.48,ID_079,TGV,8.25,Nantes,4.69,24.0,ID_079,998.7,30,2.03
Météo-France,ID_080,2024-04-03 00:00:00,ID_080,2.27,2.12,84.59,RATP_Open_Data_2024,6.04,2.15,7.25,5.4,6.36,2024-01-23 00:00:00,6.05,7.33,1.3,5.2,5.42,3.14,7.32,ID_080,2.39,ID_080,TGV,2.43,Marseille,7.56,21.2,ID_080,1013.1,110,8.12
Météo-France,ID_081,2024-10-14 00:00:00,ID_081,5.4,4.34,65.6,SNCF_Open_Data,5.89,5.33,7.9,4.52,2.98,2024-01-03 00:00:00,8.55,3.39,1.75,1.7,3.15,6.15,6.21,ID_081,5.89,ID_081,TGV,5.7,Paris,2.27,13.7,ID_081,998.6,80,3.38
Data.gouv.fr,ID_082,2024-12-11 00:00:00,ID_082,4.84,2.38,76.24,Data.gouv.fr,1.4,5.24,6.42,5.72,7.97,2024-09-19 00:00:00,2.7,6.21,7.07,4.83,6.28,2.54,8.13,ID_082,1.48,ID_082,TGV,8.17,Strasbourg,7.87,20.2,ID_082,1014.0,70,8.08
SNCF_Open_Data,ID_083,2024-01-15 00:00:00,ID_083,1.88,2.57,6.99,Airparif,4.34,2.59,2.77,8.1,2.47,2024-06-14 00:00:00,3.17,6.5,2.29,6.89,6.9,2.68,2.7,ID_083,7.71,ID_083,Tramway,2.76,Nantes,2.52,22.9,ID_083,1007.0,45,8.1
Airparif,ID_084,2024-09-01 00:00:00,ID_084,5.41,1.88,82.68,SNCF_Open_Data,5.28,3.32,3.27,5.19,6.92,2024-05-09 00:00:00,5.17,7.69,6.86,5.48,1.53,6.64,6.95,ID_084,3.95,ID_084,TGV,2.3,Strasbourg,1.72,20.6,ID_084,1014.8,70,7.87
Data.gouv.fr,ID_085,2024-12-17 00:00:00,ID_085,2.41,4.31,76.76,SNCF_Open_Data,4.2,8.69,5.52,4.68,6.68,2024-10-04 00:00:00,5.04,3.75,4.68,4.8,2.68,1.57,4.08,ID_085,2.6,ID_085,RER,2.29,Toulouse,1.98,5.3,ID_085,996.7,80,8.05
SNCF_Open_Data,ID_086,2024-12-24 00:00:00,ID_086,7.97,4.06,28.91,RATP_Open_Data_2024,3.79,7.4,2.6,6.44,4.26,2024-01-11 00:00:00,4.37,6.34,5.45,5.65,2.47,2.45,7.44,ID_086,5.91,ID_086,RER,8.4,Strasbourg,7.89,15.0,ID_086,1022.6,50,2.12
SNCF_Open_Data,ID_087,2024-03-22 00:00:00,ID_087,8.79,6.18,2.97,Airparif,6.98,4.49,8.38,3.19,5.58,2024-09-13 00:00:00,4.51,8.13,2.05,7.17,4.81,3.78,8.64,ID_087,4.26,ID_087,RER,3.82,Bordeaux,3.63,24.8,ID_087,1017.7,30,8.79
RATP_Open_Data_2024,ID_088,2024-01-29 00:00:00,ID_088,4.49,6.55,29.64,Airparif,2.97,3.8,6.07,5.13,2.31,2024-01-28 00:00:00,8.37,2.62,3.31,5.03,7.19,7.58,5.47,ID_088,5.26,ID_088,RER,4.84,Lyon,2.09,19.0,ID_088,1021.9,130,8.02
SNCF_Open_Data,ID_089,2024-09-21 00:00:00,ID_089,6.51,2.32,61.48,Data.gouv.fr,3.46,5.06,2.29,6.69,7.8,2024-08-11 00:00:00,7.54,6.06,4.31,8.01,2.21,7.41,6.9,ID_089,3.21,ID_089,Bus RATP,8.54,Lille,4.57,13.6,ID_089,1016.1,30,2.41
Météo-France,ID_090,2024-10-07 00:00:00,ID_090,5.45,4.1,10.79,SNCF_Open_Data,2.23,2.51,6.68,3.59,8.23,2024-11-08 00:00:00,5.32,7.1,6.22,6.86,5.85,5.03,2.03,ID_090,4.09,ID_090,Transilien,4.33,Lyon,7.37,23.1,ID_090,1005.9,45,5.48
Météo-France,ID_091,2024-07-10 00:00:00,ID_091,1.71,3.65,47.43,RATP_Open_Data_2024,6.52,3.35,3.57,5.77,6.08,2024-12-03 00:00:00,2.18,5.26,6.22,7.22,7.37,5.12,5.14,ID_091,1.61,ID_091,Tramway,4.97,Bordeaux,2.7,23.4,ID_091,1009.6,70,2.91
SNCF_Open_Data,ID_092,2024-03-02 00:00:00,ID_092,4.45,3.01,53.33,Data.gouv.fr,8.7,1.92,7.48,6.55,2.35,2024-07-02 00:00:00,3.69,8.53,3.79,6.63,3.32,4.65,6.03,ID_092,4.39,ID_092,Bus RATP,6.29,Marseille,7.63,14.3,ID_092,1006.8,30,4.73
Airparif,ID_093,2024-03-06 00:00:00,ID_093,7.74,4.52,37.59,Data.gouv.fr,5.69,4.95,6.24,2.19,4.1,2024-03-20 00:00:00,2.3,6.83,5.29,2.42,3.16,2.5,4.09,ID_093,6.11,ID_093,RER,2.4,Marseille,1.45,6.8,ID_093,1002.3,50,6.38
RATP_Open_Data_2024,ID_094,2024-08-08 00:00:00,ID_094,7.58,6.61,65.14,Airparif,5.69,2.5,5.89,8.27,5.77,2024-07-07 00:00:00,8.69,7.11,5.48,7.26,6.68,1.72,2.5,ID_094,7.55,ID_094,Métro,7.3,Bordeaux,5.32,17.3,ID_094,1008.4,45,1.83
SNCF_Open_Data,ID_095,2024-04-13 00:00:00,ID_095,2.7,1.89,70.22,SNCF_Open_Data,5.98,6.25,7.78,6.71,1.45,2024-10-09 00:00:00,4.01,8.03,5.56,1.77,4.56,5.95,5.36,ID_095,6.25,ID_095,RER,3.73,Paris,6.65,15.5,ID_095,998.6,30,5.84
Data.gouv.fr,ID_096,2024-08-05 00:00:00,ID_096,4.11,8.24,75.23,SNCF_Open_Data,7.73,6.08,1.59,2.74,5.81,2024-11-25 00:00:00,3.45,5.56,4.53,6.16,7.24,7.01,6.45,ID_096,4.5,ID_096,TER,4.97,Bordeaux,2.69,16.1,ID_096,1013.8,30,2.62
Airparif,ID_097,2024-03-30 00:00:00,ID_097,7.49,6.83,25.53,RATP_Open_Data_2024,5.35,7.57,4.93,3.05,5.1,2024-03-05 00:00:00,4.86,4.27,1.55,1.92,7.66,8.74,4.54,ID_097,7.87,ID_097,Tramway,2.48,Paris,8.28,11.7,ID_097,1008.9,130,4.58
SNCF_Open_Data,ID_098,2024-06-03 00:00:00,ID_098,6.98,4.69,47.37,Météo-France,7.92,6.91,1.53,5.37,5.29,2024-09-19 00:00:00,5.9,5.21,1.89,1.86,6.26,5.82,2.25,ID_098,5.81,ID_098,Bus RATP,4.7,Lyon,7.07,19.1,ID_098,1014.7,110,3.5
Airparif,ID_099,2024-09-26 00:00:00,ID_099,6.26,5.83,82.76,Data.gouv.fr,5.79,7.96,8.16,3.51,1.51,2024-02-08 00:00:00,5.72,4.86,7.6,6.39,3.47,4.03,4.91,ID_099,3.8,ID_099,Métro,2.05,Nice,2.78,17.2,ID_099,1010.9,110,3.02
RATP_Open_Data_2024,ID_000,2024-07-16 00:00:00,ID_000,5.65,8.77,51.72,RATP_Open_Data_2024,1.37,2.75,7.7,3.15,4.29,2024-04-20 00:00:00,8.56,4.19,2.84,1.72,5.81,8.08,6.07,ID_000,5.84,ID_000,Tramway,7.06,Paris,4.98,6.4,ID_000,1002.4,110,8.79
Météo-France,ID_001,2024-07-25 00:00:00,ID_001,8.45,2.59,44.25,Airparif,1.75,7.68,8.62,6.56,3.12,2024-06-22 00:00:00,2.8,3.45,2.83,6.33,7.82,8.32,5.07,ID_001,2.4,ID_001,Métro,3.08,Paris,2.64,4.6,ID_001,1023.1,30,1.65
Airparif,ID_002,2024-04-08 00:00:00,ID_002,6.67,7.21,84.91,Airparif,5.47,1.9,1.39,8.06,7.89,2024-09-02 00:00:00,1.9,7.93,6.82,5.18,8.07,2.98,5.29,ID_002,5.76,ID_002,Transilien,1.28,Nice,7.06,18.6,ID_002,1011.7,130,6.73
Airparif,ID_003,2024-06-01 00:00:00,ID_003,7.06,4.78,33.98,Data.gouv.fr,3.11,2.8,3.84,8.72,2.01,2024-09-28 00:00:00,3.64,1.79,5.85,7.14,7.23,2.95,6.98,ID_003,6.62,ID_003,Bus RATP,3.14,Nice,7.97,15.1,ID_003,1014.8,80,4.29
Airparif,ID_004,2024-01-24 00:00:00,ID_004,6.69,6.41,67.95,Airparif,2.17,6.48,7.98,6.27,3.8,2024-05-16 00:00:00,7.67,3.85,7.08,1.58,7.98,6.48,8.54,ID_004,3.75,ID_004,TGV,3.97,Lille,5.66,15.5,ID_004,1011.1,130,2.52
RATP_Open_Data_2024,ID_005,2024-08-29 00:00:00,ID_005,5.39,7.18,22.85,Airparif,3.97,3.44,5.14,5.79,4.21,2024-03-21 00:00:00,8.13,1.54,7.67,1.89,6.62,3.83,7.92,ID_005,6.66,ID_005,RER,1.98,Lille,2.52,15.4,ID_005,1019.0,110,1.27
SNCF_Open_Data,ID_006,2024-01-17 00:00:00,ID_006,5.8,8.42,39.27,RATP_Open_Data_2024,6.05,6.95,4.76,2.63,6.68,2024-07-22 00:00:00,4.48,7.27,8.31,6.24,2.17,4.94,3.9,ID_006,6.46,ID_006,Métro,3.66,Lille,1.41,17.4,ID_006,1002.0,50,4.75
SNCF_Open_Data,ID_007,2024-05-07 00:00:00,ID_007,2.49,7.16,81.19,Airparif,6.33,8.56,2.86,6.2,7.66,2024-09-04 00:00:00,5.33,7.72,4.65,5.45,6.18,8.76,8.45,ID_007,3.63,ID_007,TER,7.4,Lille,3.26,14.5,ID_007,998.4,130,4.99
RATP_Open_Data_2024,ID_008,2024-11-03 00:00:00,ID_008,4.91,8.24,56.58,Météo-France,6.1,1.39,3.39,4.92,4.89,2024-07-24 00:00:00,5.69,4.38,2.75,4.97,5.75,1.84,7.6,ID_008,5.76,ID_008,TGV,1.55,Lyon,6.84,19.1,ID_008,1013.4,70,4.51
SNCF_Open_Data,ID_009,2024-12-13 00:00:00,ID_009,5.5,2.34,65.27,Data.gouv.fr,8.53,3.58,7.27,7.33,7.77,2024-01-10 00:00:00,7.88,4.36,7.0,2.17,1.77,8.3,6.47,ID_009,4.54,ID_009,TER,8.21,Lyon,5.36,11.5,ID_009,1004.6,70,8.11
Data.gouv.fr,ID_010,2024-08-30 00:00:00,ID_010,3.1,1.77,22.49,Airparif,8.64,2.95,1.74,1.2,1.62,2024-05-30 00:00:00,1.61,1.23,2.7,4.36,7.13,2.34,5.47,ID_010,2.76,ID_010,TGV,1.53,Toulouse,2.72,22.0,ID_010,1015.4,130,6.99
Airparif,ID_011,2024-10-05 00:00:00,ID_011,1.54,1.56,6.81,SNCF_Open_Data,5.89,1.89,1.35,1.73,2.31,2024-08-31 00:00:00,1.37,6.08,8.38,8.69,1.27,5.0,7.38,ID_011,6.32,ID_011,TER,7.72,Marseille,4.8,19.2,ID_011,1006.1,130,8.43
Météo-France,ID_012,2024-02-12 00:00:00,ID_012,7.73,3.0,57.33,RATP_Open_Data_2024,4.73,5.55,3.75,2.13,2.76,2024-07-19 00:00:00,3.15,7.26,2.38,4.62,7.1,3.87,6.31,ID_012,5.56,ID_012,RER,7.87,Nantes,4.43,11.4,ID_012,995.4,45,3.64
Data.gouv.fr,ID_013,2024-04-24 00:00:00,ID_013,5.44,6.18,77.29,Data.gouv.fr,3.41,3.34,1.5,5.21,1.85,2024-04-09 00:00:00,6.47,5.15,5.42,1.27,6.78,8.41,8.46,ID_013,6.29,ID_013,Transilien,3.76,Nice,5.79,8.0,ID_013,1018.4,70,7.77
RATP_Open_Data_2024,ID_014,2024-08-21 00:00:00,ID_014,1.26,4.32,49.95,RATP_Open_Data_2024,4.38,4.83,5.04,6.76,6.6,2024-01-13 00:00:00,6.16,2.16,3.6,8.23,7.47,1.6,7.88,ID_014,4.72,ID_014,TER,7.95,Nantes,6.25,8.0,ID_014,1012.0,70,5.45
Data.gouv.fr,ID_015,2024-09-19 00:00:00,ID_015,5.49,7.67,50.01,RATP_Open_Data_2024,3.45,4.61,6.52,7.19,5.46,2024-10-15 00:00:00,7.48,7.67,8.18,6.8,8.39,5.44,5.63,ID_015,5.27,ID_015,Transilien,7.26,Montpellier,2.36,20.7,ID_015,1000.1,80,2.31
Météo-France,ID_016,2024-09-10 00:00:00,ID_016,8.74,2.47,66.57,Météo-France,1.43,6.36,8.64,3.0,1.35,2024-04-30 00:00:00,5.99,2.37,8.51,3.95,6.59,5.16,2.79,ID_016,7.66,ID_016,Transilien,7.89,Lille,5.8,14.2,ID_016,1018.0,45,1.65
Météo-France,ID_017,2024-06-26 00:00:00,ID_017,2.11,1.93,73.4,Airparif,5.95,1.35,6.75,5.33,2.07,2024-09-07 00:00:00,7.91,7.33,5.85,6.81,5.78,8.35,4.76,ID_017,1.57,ID_017,Métro,2.01,Lille,3.61,9.0,ID_017,1008.7,110,8.33
Data.gouv.fr,ID_018,2024-04-14 00:00:00,ID_018,4.84,6.89,46.04,SNCF_Open_Data,4.64,4.5,8.49,5.59,7.9,2024-02-22 00:00:00,2.34,5.96,7.95,1.82,2.18,1.27,2.05,ID_018,1.56,ID_018,Transilien,4.17,Montpellier,8.07,13.3,ID_018,1024.7,110,8.18
Airparif,ID_019,2024-11-18 00:00:00,ID_019,2.96,4.95,66.04,RATP_Open_Data_2024,6.48,8.18,3.91,5.8,5.96,2024-09-13 00:00:00,5.54,6.09,7.42,6.17,2.04,7.54,8.5,ID_019,8.39,ID_019,Tramway,3.24,Toulouse,2.88,10.2,ID_019,1012.5,130,1.32
RATP_Open_Data_2024,ID_020,2024-06-04 00:00:00,ID_020,4.48,7.73,23.36,Data.gouv.fr,1.86,8.19,7.46,3.16,1.62,2024-05-27 00:00:00,7.25,2.26,2.88,6.93,7.66,6.76,7.86,ID_020,7.15,ID_020,Tramway,4.0,Nantes,6.14,20.7,ID_020,1016.2,30,2.82
SNCF_Open_Data,ID_021,2024-02-26 00:00:00,ID_021,4.68,8.02,12.78,Airparif,3.92,4.71,8.37,4.95,2.22,2024-06-08 00:00:00,2.71,2.88,3.96,5.18,5.44,7.19,2.27,ID_021,1.65,ID_021,Tramway,5.08,Nice,1.69,21.6,ID_021,996.7,30,6.1
Airparif,ID_022,2024-07-06 00:00:00,ID_022,1.62,2.1,61.43,SNCF_Open_Data,2.47,2.39,3.78,5.45,1.92,2024-10-23 00:00:00,6.11,3.82,3.65,7.27,6.08,2.62,1.41,ID_022,8.03,ID_022,TER,4.22,Lille,3.37,15.3,ID_022,1024.4,45,6.07
RATP_Open_Data_2024,ID_023,2024-05-09 00:00:00,ID_023,4.21,1.71,68.2,Data.gouv.fr,8.77,8.07,8.13,5.35,4.87,2024-03-05 00:00:00,8.75,2.27,7.56,6.08,1.28,5.84,1.71,ID_023,2.12,ID_023,Tramway,6.94,Paris,1.79,20.5,ID_023,1005.0,130,8.12
SNCF_Open_Data,ID_024,2024-02-26 00:00:00,ID_024,3.64,7.31,21.06,Data.gouv.fr,7.96,2.14,5.37,3.98,1.81,2024-07-02 00:00:00,5.49,1.46,8.76,2.81,7.87,7.22,1.87,ID_024,2.54,ID_024,Métro,7.42,Nantes,3.59,20.3,ID_024,1008.9,80,6.05
