col_ville,col_region,col_reseau,col_mode,col_ligne,col_nom_ligne,col_heure,col_capacite_theorique,col_charge_percent,col_taux_remplissage,col_voyageurs_estimes,col_densite,col_longueur_km,col_nb_stations,col_efficacite_score,col_date_scraping,col_voyageurs_total_jour,col_voyages_par_km,col_cout_exploitation_euro,col_revenu_estime_euro,col_rentabilite_euro,col_ratio_rentabilite_percent,col_statut,col_date_analyse,col_type_action,col_action,col_impact_estime,col_delai,col_nb_lignes,col_voyageurs_total,col_charge_moyenne,col_efficacite_moyenne
Nantes,Normandie,6.14,Bus RATP,4.13,Ligne M1,8.06,350,1.72,5.17,2024-12-13 00:00:00,158188,5.473112,Saint-Jean 4,8.8,2024-10-13 00:00:00,6.6,5.3,2.93,2024-07-02 00:00:00,2.68,7.89,2.39,2024-03-12 00:00:00,7.43,7.75,2024-03-02 00:00:00,7.76,3.16,2.82,7.95,2.9
Marseille,Provence-Alpes-Côte d'Azur,7.2,TGV,5.1,Ligne A,3.71,50,8.68,8.57,2024-05-21 00:00:00,75054,-0.632946,Matabiau 5,5.39,2024-03-21 00:00:00,8.56,8.44,3.7,2024-04-21 00:00:00,2.83,1.86,8.4,2024-11-28 00:00:00,3.69,7.75,2024-11-11 00:00:00,5.45,1.45,8.75,6.41,4.89
Toulouse,Grand Est,3.63,Bus RATP,6.1,Ligne B,3.07,350,4.03,8.25,2024-10-10 00:00:00,190440,2.754421,Matabiau 2,1.67,2024-08-24 00:00:00,7.24,6.82,5.8,2024-03-08 00:00:00,1.3,7.37,8.66,2024-05-08 00:00:00,1.2,3.03,2024-03-02 00:00:00,3.77,4.12,5.89,7.9,6.56
Montpellier,Normandie,3.78,Bus RATP,6.08,Ligne C,5.57,50,8.16,5.51,2024-03-24 00:00:00,183234,2.74223,Saint-Charles 3,6.4,2024-08-13 00:00:00,3.89,5.18,5.24,2024-02-23 00:00:00,6.7,4.01,6.11,2024-08-15 00:00:00,4.95,3.34,2024-07-19 00:00:00,2.67,3.92,3.62,2.39,5.32
Marseille,Provence-Alpes-Côte d'Azur,8.68,RER,8.49,Ligne 14,2.57,800,6.97,6.23,2024-08-03 00:00:00,183402,3.420654,Saint-Charles 1,3.15,2024-04-09 00:00:00,2.73,5.05,7.91,2024-08-14 00:00:00,2.32,5.43,2.15,2024-01-30 00:00:00,6.23,3.57,2024-01-30 00:00:00,3.3,7.66,2.27,7.41,4.41
Nice,Hauts-de-France,8.63,Transilien,3.8,Ligne B,8.51,120,5.39,3.6,2024-07-18 00:00:00,13708,-1.171415,Montparnasse 7,5.99,2024-06-09 00:00:00,3.49,5.04,6.68,2024-02-17 00:00:00,8.01,4.92,3.58,2024-09-26 00:00:00,7.72,6.56,2024-09-21 00:00:00,4.09,7.37,4.73,8.23,7.67
Lyon,Grand Est,4.28,TER,6.48,Ligne T2,1.99,800,8.34,4.45,2024-01-07 00:00:00,162681,4.369382,Gare de Lyon 8,6.13,2024-10-11 00:00:00,2.85,4.51,3.49,2024-01-26 00:00:00,5.75,2.64,8.18,2024-09-30 00:00:00,5.15,2.61,2024-04-19 00:00:00,5.88,7.68,6.43,2.15,7.93
Lyon,Grand Est,7.87,Transilien,5.14,Ligne C,2.23,5,3.49,3.35,2024-11-27 00:00:00,184556,6.239558,Matabiau 2,3.83,2024-07-13 00:00:00,5.83,1.9,4.6,2024-04-22 00:00:00,3.43,5.47,6.25,2024-08-03 00:00:00,3.61,1.32,2024-12-22 00:00:00,3.24,3.76,5.25,3.27,1.32
Montpellier,Hauts-de-France,1.97,Transilien,2.86,Ligne A,3.59,50,4.28,7.04,2024-04-14 00:00:00,95593,-1.13398,Gare de Lyon 8,6.44,2024-05-24 00:00:00,4.72,8.11,3.72,2024-05-29 00:00:00,3.03,6.69,5.08,2024-02-22 00:00:00,5.17,5.54,2024-04-17 00:00:00,2.53,2.44,3.63,3.47,4.47
Lyon,Pays de la Loire,3.58,Tramway,4.07,Ligne T2,3.52,350,1.26,2.44,2024-10-06 00:00:00,71442,5.051647,Gare de Lyon 3,4.4,2024-04-02 00:00:00,2.74,8.62,8.66,2024-09-23 00:00:00,6.66,2.12,4.67,2024-11-28 00:00:00,7.21,4.04,2024-07-14 00:00:00,1.41,3.58,3.06,3.88,8.69
Lyon,Normandie,6.9,Tramway,5.47,Ligne B,8.21,350,3.59,2.63,2024-12-10 00:00:00,149105,5.657717,Part-Dieu 2,5.05,2024-01-17 00:00:00,6.2,7.95,8.08,2024-08-03 00:00:00,5.1,7.02,6.31,2024-05-27 00:00:00,4.16,1.62,2024-12-19 00:00:00,5.11,7.82,7.9,2.75,4.13
Marseille,Normandie,2.27,Bus RATP,7.11,Ligne C,8.15,800,8.32,7.69,2024-05-25 00:00:00,181988,2.375489,Montparnasse 2,5.6,2024-01-03 00:00:00,2.28,6.16,1.92,2024-07-12 00:00:00,4.76,2.79,6.24,2024-03-17 00:00:00,6.97,1.58,2024-06-05 00:00:00,6.6,6.39,3.8,2.33,5.82
Montpellier,Hauts-de-France,2.2,Métro,6.58,Ligne C,4.67,350,8.75,3.01,2024-05-13 00:00:00,131241,1.010188,Part-Dieu 9,2.43,2024-01-09 00:00:00,7.29,7.21,5.58,2024-04-04 00:00:00,4.8,4.72,6.88,2024-11-15 00:00:00,1.59,7.08,2024-08-30 00:00:00,3.76,8.48,8.39,8.22,7.55
Toulouse,Île-de-France,7.52,Bus RATP,6.75,Ligne T2,2.51,350,3.64,4.25,2024-07-05 00:00:00,193587,0.772404,Saint-Jean 3,3.36,2024-05-13 00:00:00,8.74,8.69,7.66,2024-08-10 00:00:00,1.43,1.22,7.24,2024-05-14 00:00:00,2.61,5.5,2024-06-05 00:00:00,4.14,7.5,1.62,2.35,6.54
Marseille,Normandie,7.46,Transilien,1.75,Ligne B,2.62,350,7.23,1.26,2024-05-02 00:00:00,132668,5.909343,Haussmann Saint-Lazare 4,8.75,2024-07-26 00:00:00,6.1,2.86,8.45,2024-08-01 00:00:00,6.73,5.54,8.54,2024-11-22 00:00:00,8.69,4.41,2024-02-29 00:00:00,3.53,7.84,4.33,8.45,7.45
Bordeaux,Île-de-France,4.54,Tramway,8.26,Ligne A,4.53,5,5.47,2.64,2024-06-30 00:00:00,123148,3.203932,Part-Dieu 3,5.29,2024-05-25 00:00:00,3.39,5.21,3.49,2024-04-20 00:00:00,8.13,3.61,2.08,2024-03-21 00:00:00,3.32,8.31,2024-11-11 00:00:00,2.31,6.75,4.05,1.92,7.43
Bordeaux,Occitanie,6.78,Métro,8.59,Ligne M1,8.69,120,5.21,5.55,2024-06-12 00:00:00,40506,4.588303,Gare de Lyon 2,2.93,2024-11-14 00:00:00,3.06,3.7,6.49,2024-11-10 00:00:00,5.28,2.73,6.85,2024-07-08 00:00:00,1.87,7.81,2024-08-11 00:00:00,7.91,3.88,3.71,3.71,1.94
Nice,Bretagne,8.24,RER,2.12,Ligne B,7.63,350,6.07,7.8,2024-11-08 00:00:00,189436,3.208485,Saint-Jean 6,3.19,2024-11-21 00:00:00,6.23,6.2,3.07,2024-10-14 00:00:00,2.87,6.04,2.5,2024-01-05 00:00:00,1.31,1.72,2024-03-19 00:00:00,5.26,6.82,1.46,1.86,5.76
Toulouse,Nouvelle-Aquitaine,6.4,Tramway,5.22,Ligne 1,8.28,350,1.7,1.59,2024-07-27 00:00:00,193905,0.255376,Part-Dieu 4,2.74,2024-02-04 00:00:00,7.17,6.29,6.3,2024-08-07 00:00:00,3.95,2.78,1.73,2024-02-08 00:00:00,2.64,1.5,2024-06-01 00:00:00,7.45,7.26,3.52,7.76,2.23
Strasbourg,Normandie,3.21,RER,5.53,Ligne B,2.73,5,6.53,5.57,2024-03-14 00:00:00,184015,4.625991,Gare de Lyon 4,5.74,2024-02-13 00:00:00,6.89,5.56,7.66,2024-09-16 00:00:00,3.77,2.14,2.38,2024-01-13 00:00:00,2.89,3.31,2024-05-09 00:00:00,1.33,1.34,5.31,5.49,7.16
Nice,Auvergne-Rhône-Alpes,6.43,Métro,2.96,Ligne M1,7.37,120,5.72,8.38,2024-06-15 00:00:00,133987,6.231557,Gare de Lyon 9,5.37,2024-09-12 00:00:00,5.35,5.86,2.33,2024-02-09 00:00:00,7.17,2.16,6.89,2024-07-06 00:00:00,8.39,8.32,2024-07-07 00:00:00,1.58,3.79,7.37,2.82,2.08
Strasbourg,Grand Est,4.85,Tramway,8.48,Ligne C,1.45,5,7.18,5.19,2024-10-28 00:00:00,84622,1.749268,Montparnasse 2,4.96,2024-12-26 00:00:00,6.4,3.18,3.35,2024-03-28 00:00:00,8.78,7.67,4.44,2024-01-18 00:00:00,6.82,2.83,2024-02-13 00:00:00,5.75,7.57,6.61,4.46,6.85
Toulouse,Île-de-France,3.02,Transilien,5.46,Ligne A,7.73,50,8.26,8.35,2024-05-16 00:00:00,60882,3.704023,Gare du Nord 6,7.61,2024-03-17 00:00:00,3.59,1.3,4.57,2024-11-13 00:00:00,1.63,3.88,1.67,2024-09-08 00:00:00,2.93,5.93,2024-06-16 00:00:00,5.05,2.2,2.6,3.41,2.31
Bordeaux,Nouvelle-Aquitaine,1.46,RER,5.53,Ligne A,8.09,120,4.37,5.15,2024-06-28 00:00:00,8441,2.651606,Haussmann Saint-Lazare 2,7.11,2024-04-25 00:00:00,3.32,4.66,2.33,2024-05-21 00:00:00,5.88,1.57,5.14,2024-02-23 00:00:00,4.77,4.26,2024-02-01 00:00:00,1.75,4.0,8.38,2.2,4.35
Montpellier,Hauts-de-France,1.62,TGV,7.65,Ligne 14,3.99,120,6.64,3.31,2024-11-23 00:00:00,174431,5.299042,Gare de Lyon 4,6.1,2024-10-21 00:00:00,6.0,7.01,5.59,2024-05-15 00:00:00,3.78,2.86,8.12,2024-03-03 00:00:00,5.01,7.2,2024-05-12 00:00:00,6.67,4.63,8.78,2.46,6.67
Nice,Occitanie,6.88,Transilien,6.95,Ligne 1,3.99,800,8.14,6.26,2024-01-25 00:00:00,90056,3.782518,Gare de l'Est 6,2.63,2024-05-28 00:00:00,3.44,2.37,8.16,2024-08-29 00:00:00,6.04,8.53,2.41,2024-12-20 00:00:00,6.93,7.42,2024-04-08 00:00:00,3.26,2.1,3.32,7.43,1.76
Marseille,Normandie,7.43,TGV,8.59,Ligne C,3.32,50,5.35,1.6,2024-08-25 00:00:00,109544,1.835576,Part-Dieu 2,4.26,2024-11-30 00:00:00,5.38,3.0,7.17,2024-12-03 00:00:00,3.75,1.33,4.26,2024-10-29 00:00:00,2.03,6.47,2024-02-07 00:00:00,3.68,8.5,4.69,1.54,6.14
Marseille,Pays de la Loire,6.85,TGV,7.38,Ligne A,1.72,800,1.28,7.94,2024-04-14 00:00:00,95261,5.006092,Haussmann Saint-Lazare 4,4.7,2024-09-24 00:00:00,1.49,5.03,3.22,2024-05-22 00:00:00,4.72,4.51,7.32,2024-11-27 00:00:00,8.52,1.73,2024-05-21 00:00:00,6.43,4.77,7.63,2.74,3.09
Lyon,Provence-Alpes-Côte d'Azur,5.07,TGV,5.69,Ligne A,8.49,800,6.83,7.93,2024-03-12 00:00:00,4152,-0.936503,Saint-Charles 2,8.07,2024-12-26 00:00:00,1.73,7.28,3.49,2024-09-10 00:00:00,5.98,4.69,6.44,2024-04-14 00:00:00,6.0,4.86,2024-02-28 00:00:00,1.77,1.29,1.21,4.89,7.17
Marseille,Occitanie,6.42,Tramway,7.59,Ligne B,1.59,5,6.66,7.28,2024-08-21 00:00:00,13795,4.967531,Part-Dieu 6,2.61,2024-05-27 00:00:00,5.03,8.51,4.13,2024-05-22 00:00:00,8.79,7.2,3.56,2024-12-14 00:00:00,8.53,7.95,2024-04-18 00:00:00,2.4,7.69,6.13,8.02,5.27
Montpellier,Provence-Alpes-Côte d'Azur,2.12,Bus RATP,8.34,Ligne 14,2.71,350,5.02,6.11,2024-11-26 00:00:00,115206,3.379216,Gare de l'Est 7,7.95,2024-01-25 00:00:00,5.76,7.47,2.57,2024-06-17 00:00:00,7.94,3.49,1.58,2024-09-12 00:00:00,1.64,7.02,2024-11-12 00:00:00,8.57,4.67,1.59,7.14,1.28
Strasbourg,Pays de la Loire,4.3,Bus RATP,5.44,Ligne 14,1.59,800,8.65,1.65,2024-01-02 00:00:00,17650,2.023466,Matabiau 8,3.4,2024-05-07 00:00:00,4.19,1.22,4.33,2024-12-18 00:00:00,5.5,2.11,6.11,2024-07-29 00:00:00,7.94,4.69,2024-01-06 00:00:00,7.07,6.88,8.51,1.61,6.08
Paris,Normandie,7.81,Tramway,5.79,Ligne B,2.93,350,4.22,4.9,2024-01-15 00:00:00,119624,3.036883,Matabiau 9,8.09,2024-02-15 00:00:00,4.14,1.93,5.24,2024-10-04 00:00:00,6.77,3.81,2.39,2024-04-26 00:00:00,4.78,4.67,2024-06-15 00:00:00,8.57,3.45,1.48,2.89,7.55
Strasbourg,Pays de la Loire,5.64,TGV,5.28,Ligne 14,5.19,50,8.61,6.49,2024-05-14 00:00:00,39570,0.238352,Haussmann Saint-Lazare 4,4.03,2024-03-26 00:00:00,6.63,7.06,5.59,2024-08-14 00:00:00,5.99,8.54,1.39,2024-03-21 00:00:00,4.61,1.74,2024-06-10 00:00:00,5.5,5.25,5.65,3.36,6.61
Montpellier,Auvergne-Rhône-Alpes,7.09,Tramway,7.88,Ligne 1,2.49,5,7.16,1.71,2024-08-01 00:00:00,9564,6.285782,Gare du Nord 9,8.06,2024-11-20 00:00:00,5.14,7.76,8.1,2024-03-06 00:00:00,8.77,6.74,6.77,2024-04-03 00:00:00,1.93,5.12,2024-04-24 00:00:00,3.18,8.39,2.15,7.61,4.72
Bordeaux,Normandie,5.21,Bus RATP,7.67,Ligne 1,5.06,350,2.1,4.12,2024-06-13 00:00:00,53547,-1.277841,Part-Dieu 3,7.08,2024-07-14 00:00:00,6.89,4.65,4.85,2024-05-29 00:00:00,8.36,7.42,3.35,2024-04-28 00:00:00,8.23,1.83,2024-10-12 00:00:00,6.52,5.86,8.47,1.61,3.48
Marseille,Pays de la Loire,2.98,Bus RATP,7.12,Ligne C,2.88,5,8.72,3.18,2024-07-25 00:00:00,170003,4.217067,Gare de l'Est 9,3.83,2024-06-09 00:00:00,2.06,7.43,7.72,2024-07-18 00:00:00,7.57,3.67,7.74,2024-08-08 00:00:00,2.03,7.37,2024-04-06 00:00:00,3.49,6.27,3.02,3.33,3.61
Strasbourg,Bretagne,5.88,Métro,4.97,Ligne B,5.34,5,6.17,8.15,2024-08-06 00:00:00,139272,2.390087,Montparnasse 1,5.41,2024-12-01 00:00:00,4.96,2.43,7.47,2024-04-23 00:00:00,4.88,7.18,5.45,2024-02-14 00:00:00,5.3,5.43,2024-04-23 00:00:00,2.1,4.75,3.78,1.82,5.06
Lille,Bretagne,3.21,Bus RATP,3.39,Ligne 1,2.39,50,4.42,8.75,2024-07-05 00:00:00,82478,3.974817,Saint-Jean 7,6.31,2024-10-08 00:00:00,7.2,8.48,8.18,2024-03-04 00:00:00,4.27,5.06,4.15,2024-04-17 00:00:00,4.0,4.72,2024-03-15 00:00:00,5.89,6.88,7.8,3.62,2.77
Paris,Normandie,8.68,Tramway,1.9,Ligne C,4.05,350,5.34,7.7,2024-03-09 00:00:00,173824,6.00314,Saint-Charles 8,5.07,2024-09-06 00:00:00,5.02,6.62,3.31,2024-04-18 00:00:00,1.8,4.89,7.64,2024-07-08 00:00:00,4.11,4.9,2024-08-20 00:00:00,4.94,2.77,4.13,8.0,3.1
Toulouse,Hauts-de-France,7.39,Bus RATP,4.96,Ligne A,1.89,800,1.33,2.45,2024-04-08 00:00:00,20394,5.640673,Montparnasse 3,3.48,2024-11-04 00:00:00,2.67,4.37,4.46,2024-05-24 00:00:00,3.09,5.39,2.62,2024-12-09 00:00:00,5.68,4.74,2024-05-26 00:00:00,8.44,6.77,2.17,1.59,4.29
Nantes,Provence-Alpes-Côte d'Azur,2.25,RER,4.52,Ligne 14,6.29,350,7.83,4.23,2024-07-04 00:00:00,97551,4.211456,Gare de Lyon 1,2.71,2024-08-05 00:00:00,7.47,4.75,7.05,2024-01-28 00:00:00,5.92,7.43,2.53,2024-09-19 00:00:00,4.55,6.16,2024-01-13 00:00:00,5.42,5.87,7.4,3.22,6.82
Nantes,Auvergne-Rhône-Alpes,3.45,TGV,6.36,Ligne T2,1.65,800,4.47,3.53,2024-05-05 00:00:00,112149,3.848097,Gare de Lyon 2,8.23,2024-12-22 00:00:00,8.08,4.04,2.14,2024-01-05 00:00:00,2.63,6.66,5.26,2024-03-16 00:00:00,3.99,8.17,2024-02-09 00:00:00,6.22,2.17,4.81,5.82,2.33
Bordeaux,Auvergne-Rhône-Alpes,6.45,Tramway,2.22,Ligne 14,1.26,120,2.66,3.56,2024-12-20 00:00:00,108647,2.799147,Saint-Charles 2,1.39,2024-02-01 00:00:00,7.25,3.32,7.72,2024-08-14 00:00:00,1.32,8.63,4.58,2024-11-01 00:00:00,1.75,6.23,2024-08-06 00:00:00,8.65,4.62,3.38,3.02,5.46
Bordeaux,Normandie,3.63,Métro,4.21,Ligne B,7.0,120,6.2,5.97,2024-08-31 00:00:00,82116,5.53297,Haussmann Saint-Lazare 3,7.54,2024-06-25 00:00:00,5.46,4.98,6.39,2024-07-14 00:00:00,8.01,6.26,1.49,2024-02-09 00:00:00,8.04,3.72,2024-08-31 00:00:00,2.91,4.31,8.56,3.11,8.7
Montpellier,Île-de-France,8.26,Transilien,8.78,Ligne B,2.42,120,8.42,6.98,2024-04-30 00:00:00,161089,0.75533,Saint-Charles 6,8.06,2024-01-26 00:00:00,7.59,8.46,8.37,2024-08-31 00:00:00,8.09,4.03,5.93,2024-11-17 00:00:00,2.16,4.08,2024-07-30 00:00:00,3.22,8.04,4.0,7.99,8.01
Nice,Normandie,7.49,Bus RATP,3.86,Ligne C,2.17,5,3.85,4.31,2024-02-26 00:00:00,142031,5.778088,Gare du Nord 4,6.22,2024-12-14 00:00:00,4.48,7.3,2.41,2024-10-16 00:00:00,7.95,7.56,6.11,2024-01-19 00:00:00,8.14,7.56,2024-11-11 00:00:00,4.39,3.46,7.2,1.79,8.1
Montpellier,Provence-Alpes-Côte d'Azur,3.89,TER,3.03,Ligne C,2.18,120,1.68,8.59,2024-09-25 00:00:00,199378,4.972674,Saint-Jean 1,3.83,2024-11-22 00:00:00,4.66,8.31,4.26,2024-11-09 00:00:00,2.86,3.34,6.13,2024-05-04 00:00:00,2.54,7.37,2024-10-30 00:00:00,4.32,4.91,3.17,5.39,1.68
Nice,Occitanie,8.38,Métro,5.47,Ligne A,8.36,120,2.09,7.31,2024-12-15 00:00:00,105824,6.275677,Haussmann Saint-Lazare 3,6.7,2024-09-21 00:00:00,3.9,4.02,2.02,2024-11-08 00:00:00,6.56,7.22,2.74,2024-10-05 00:00:00,1.56,6.89,2024-06-09 00:00:00,8.34,8.62,5.77,1.85,3.19
Lyon,Nouvelle-Aquitaine,6.79,Métro,1.4,Ligne 1,4.87,800,5.59,2.68,2024-07-31 00:00:00,134256,0.03499,Saint-Jean 3,8.46,2024-02-03 00:00:00,2.57,8.62,2.22,2024-08-12 00:00:00,7.41,7.01,5.62,2024-07-30 00:00:00,5.55,5.52,2024-12-14 00:00:00,3.63,5.59,7.5,3.54,2.66
Strasbourg,Hauts-de-France,6.43,TER,1.45,Ligne B,4.96,50,6.56,2.29,2024-05-07 00:00:00,86551,0.753477,Matabiau 5,7.63,2024-06-24 00:00:00,6.72,6.39,5.61,2024-04-16 00:00:00,4.73,4.47,3.66,2024-09-20 00:00:00,2.87,6.22,2024-09-24 00:00:00,3.02,5.64,1.6,1.72,8.04
Marseille,Nouvelle-Aquitaine,4.6,Métro,7.0,Ligne B,6.37,50,7.19,3.51,2024-01-17 00:00:00,125318,0.877474,Haussmann Saint-Lazare 7,7.04,2024-04-25 00:00:00,2.39,8.32,1.88,2024-09-30 00:00:00,1.68,6.95,2.1,2024-08-15 00:00:00,5.75,4.9,2024-01-22 00:00:00,4.84,5.03,5.16,2.75,1.87
Strasbourg,Occitanie,4.49,Transilien,8.27,Ligne A,7.32,800,7.75,7.27,2024-05-03 00:00:00,180878,-0.083803,Saint-Charles 9,7.71,2024-08-16 00:00:00,2.56,2.29,8.11,2024-08-31 00:00:00,6.12,5.87,6.64,2024-07-01 00:00:00,2.95,4.9,2024-07-13 00:00:00,4.3,3.82,3.49,2.48,3.38
Toulouse,Normandie,7.18,TGV,7.74,Ligne 1,2.7,800,1.6,7.65,2024-07-08 00:00:00,167456,-0.65178,Saint-Charles 9,5.64,2024-03-27 00:00:00,8.45,6.64,5.32,2024-12-04 00:00:00,5.24,7.77,3.36,2024-06-22 00:00:00,5.83,6.68,2024-06-01 00:00:00,4.5,7.43,2.61,8.57,3.79
Lyon,Nouvelle-Aquitaine,1.87,Transilien,5.92,Ligne M1,2.18,350,4.4,2.76,2024-04-24 00:00:00,121148,4.79667,Haussmann Saint-Lazare 3,6.15,2024-04-13 00:00:00,2.17,6.99,7.16,2024-04-29 00:00:00,1.68,4.77,4.75,2024-01-30 00:00:00,3.05,6.31,2024-02-17 00:00:00,7.91,5.36,8.14,8.44,4.77
Montpellier,Bretagne,3.99,Bus RATP,2.88,Ligne 1,6.71,120,7.09,8.19,2024-09-01 00:00:00,94901,5.300788,Gare du Nord 6,1.26,2024-08-19 00:00:00,5.64,2.42,4.36,2024-11-07 00:00:00,7.07,2.36,5.01,2024-08-16 00:00:00,7.19,3.45,2024-09-19 00:00:00,4.81,8.13,6.44,2.24,4.88
Paris,Île-de-France,2.12,RER,3.49,Ligne 14,8.71,5,7.27,4.13,2024-04-15 00:00:00,118923,4.286154,Part-Dieu 5,2.51,2024-03-15 00:00:00,7.76,5.72,3.62,2024-06-23 00:00:00,7.89,7.11,7.25,2024-06-10 00:00:00,6.48,8.42,2024-02-27 00:00:00,2.92,7.45,6.18,3.92,1.37
Lyon,Hauts-de-France,1.99,RER,1.59,Ligne C,4.87,800,7.65,7.97,2024-03-28 00:00:00,63929,-1.360176,Gare du Nord 3,8.05,2024-10-19 00:00:00,6.29,8.0,2.41,2024-10-19 00:00:00,8.68,4.05,5.82,2024-09-17 00:00:00,7.99,2.55,2024-11-30 00:00:00,5.98,6.82,3.05,3.8,5.03
Montpellier,Île-de-France,8.69,Métro,5.0,Ligne A,4.78,120,6.72,3.91,2024-07-19 00:00:00,171808,4.733361,Gare du Nord 9,1.68,2024-11-12 00:00:00,7.66,3.79,5.94,2024-03-25 00:00:00,6.32,7.16,3.59,2024-03-09 00:00:00,4.75,3.76,2024-01-23 00:00:00,5.65,6.9,4.43,4.16,8.53
Nice,Auvergne-Rhône-Alpes,2.78,Tramway,7.75,Ligne M1,6.85,350,5.71,4.24,2024-03-16 00:00:00,94669,2.013477,Saint-Charles 8,8.66,2024-03-07 00:00:00,3.27,1.34,3.99,2024-03-11 00:00:00,6.59,5.61,5.9,2024-10-31 00:00:00,4.57,1.37,2024-01-25 00:00:00,4.86,1.56,2.61,3.93,7.41
Lyon,Hauts-de-France,5.25,RER,6.88,Ligne C,3.38,800,6.86,1.58,2024-01-31 00:00:00,37818,-1.581629,Part-Dieu 5,4.8,2024-08-30 00:00:00,5.5,2.89,8.28,2024-12-11 00:00:00,8.35,7.38,1.29,2024-10-05 00:00:00,6.65,8.44,2024-01-20 00:00:00,6.43,4.4,8.08,7.03,6.95
Nantes,Normandie,6.59,Métro,8.75,Ligne B,7.61,50,2.0,3.58,2024-07-22 00:00:00,190844,-0.543182,Part-Dieu 6,3.37,2024-05-17 00:00:00,8.66,1.49,8.1,2024-03-10 00:00:00,3.25,5.21,1.82,2024-02-23 00:00:00,7.47,7.82,2024-07-16 00:00:00,1.65,5.16,3.26,3.73,7.76
Nice,Provence-Alpes-Côte d'Azur,3.01,Tramway,6.77,Ligne T2,2.38,5,5.45,8.51,2024-03-09 00:00:00,163999,3.717063,Part-Dieu 2,6.82,2024-11-04 00:00:00,4.67,6.6,2.46,2024-01-07 00:00:00,6.17,5.45,8.17,2024-03-27 00:00:00,5.05,6.72,2024-03-24 00:00:00,5.18,3.12,5.89,6.3,4.61
Nantes,Provence-Alpes-Côte d'Azur,5.0,TER,5.9,Ligne 14,2.55,350,2.57,3.96,2024-07-16 00:00:00,142871,6.336907,Haussmann Saint-Lazare 3,1.58,2024-06-28 00:00:00,4.07,3.02,1.76,2024-06-29 00:00:00,4.87,5.03,1.78,2024-07-16 00:00:00,7.6,3.15,2024-08-26 00:00:00,6.04,4.32,7.05,1.68,3.15
Strasbourg,Île-de-France,8.49,Transilien,5.92,Ligne T2,2.35,800,6.95,6.86,2024-06-10 00:00:00,15700,5.124966,Haussmann Saint-Lazare 5,3.26,2024-08-14 00:00:00,7.85,6.48,3.97,2024-06-28 00:00:00,1.32,2.06,5.21,2024-07-15 00:00:00,1.48,6.91,2024-01-01 00:00:00,8.13,5.93,3.23,8.42,7.06
Paris,Provence-Alpes-Côte d'Azur,3.23,Bus RATP,5.11,Ligne 1,5.96,350,6.3,5.86,2024-08-03 00:00:00,191524,3.853985,Gare de Lyon 8,2.67,2024-11-21 00:00:00,7.48,1.57,6.68,2024-07-13 00:00:00,4.48,5.68,2.94,2024-05-21 00:00:00,7.02,7.21,2024-04-27 00:00:00,7.55,5.71,3.03,7.08,5.81
Nantes,Pays de la Loire,4.21,Tramway,2.73,Ligne M1,3.27,800,8.15,6.95,2024-04-05 00:00:00,125613,0.838661,Gare de Lyon 6,5.05,2024-02-11 00:00:00,5.8,6.89,1.63,2024-10-06 00:00:00,8.74,2.9,5.2,2024-11-30 00:00:00,2.73,2.35,2024-12-19 00:00:00,1.45,7.04,4.99,3.04,8.51
Nice,Hauts-de-France,7.79,Transilien,1.23,Ligne A,7.05,5,5.34,1.74,2024-04-18 00:00:00,114327,-1.627156,Part-Dieu 3,8.33,2024-02-16 00:00:00,5.76,2.32,3.9,2024-11-19 00:00:00,5.92,5.09,4.78,2024-05-05 00:00:00,7.42,3.52,2024-09-04 00:00:00,6.76,5.2,5.18,2.85,1.41
Lille,Nouvelle-Aquitaine,5.82,Bus RATP,8.08,Ligne 1,3.49,120,7.38,4.01,2024-11-21 00:00:00,11546,0.286085,Gare de l'Est 7,2.06,2024-06-23 00:00:00,3.68,5.47,6.56,2024-02-06 00:00:00,6.25,3.69,7.51,2024-09-01 00:00:00,6.92,2.7,2024-08-09 00:00:00,7.92,2.68,8.35,6.93,7.11
Nantes,Occitanie,3.17,Tramway,4.19,Ligne M1,6.56,5,5.6,2.71,2024-04-30 00:00:00,132469,5.49469,Haussmann Saint-Lazare 4,8.44,2024-02-02 00:00:00,6.67,7.51,6.8,2024-02-14 00:00:00,6.49,5.91,3.2,2024-02-26 00:00:00,7.49,2.35,2024-08-13 00:00:00,3.02,3.5,6.4,7.64,8.47
Nice,Bretagne,4.56,RER,7.26,Ligne M1,8.5,5,4.79,6.54,2024-03-23 00:00:00,181523,5.488767,Haussmann Saint-Lazare 8,3.55,2024-02-03 00:00:00,2.26,4.09,5.36,2024-11-10 00:00:00,4.93,8.64,6.47,2024-07-02 00:00:00,7.54,6.2,2024-08-30 00:00:00,3.14,6.74,8.05,6.45,4.25
Lyon,Nouvelle-Aquitaine,2.91,TER,4.31,Ligne T2,6.49,50,6.86,6.4,2024-06-30 00:00:00,39552,-1.335292,Saint-Jean 8,7.97,2024-05-24 00:00:00,5.9,2.17,1.55,2024-05-19 00:00:00,8.78,7.84,1.43,2024-07-01 00:00:00,5.08,1.46,2024-01-14 00:00:00,8.43,5.1,7.46,7.84,2.18
