col_ville,col_mode_transport,col_periode_journee,col_freq_moyenne,col_freq_max,col_taux_remplissage_moyen,col_date,col_heure,col_jour_semaine,col_est_weekend,col_frequentation,col_capacite_max,col_taux_remplissage,col_source
Nice,TER,2.76,1.7,3.5,3.49,2024-09-27 00:00:00,4.87,8.03,0,4.26,50,7.21,RATP_Open_Data_2024
Lyon,Transilien,8.74,7.06,6.24,2.29,2024-03-21 00:00:00,5.35,2.32,NON,2.63,5,1.27,Airparif
Montpellier,RER,8.78,6.86,2.29,1.73,2024-01-09 00:00:00,1.55,5.4,NON,3.2,50,6.65,Météo-France
Toulouse,RER,7.57,1.35,3.61,3.85,2024-04-24 00:00:00,6.21,2.49,OUI,6.27,350,2.87,RATP_Open_Data_2024
Nice,TGV,5.25,8.09,3.76,4.1,2024-09-17 00:00:00,7.0,4.46,OUI,4.57,120,2.72,Météo-France
Lyon,Bus RATP,3.19,6.73,3.62,8.48,2024-03-08 00:00:00,5.4,2.95,NON,2.05,120,5.74,Météo-France
Nantes,Tramway,6.07,2.24,7.43,5.49,2024-06-21 00:00:00,7.54,3.07,NON,2.35,50,6.44,Airparif
Lille,Métro,6.12,8.26,6.12,7.12,2024-12-04 00:00:00,8.29,6.94,0,7.64,120,1.83,Data.gouv.fr
Lille,Métro,2.64,8.62,7.22,2.17,2024-11-24 00:00:00,5.29,4.74,OUI,1.63,350,2.25,Airparif
Lyon,RER,7.67,2.44,8.41,7.75,2024-12-26 00:00:00,8.59,3.06,0,8.67,350,3.37,Météo-France
Marseille,RER,3.35,4.27,2.52,6.12,2024-09-16 00:00:00,3.8,6.21,OUI,4.8,350,3.11,Airparif
Strasbourg,Bus RATP,3.85,2.76,5.74,8.73,2024-10-01 00:00:00,7.27,2.59,OUI,5.35,120,6.66,RATP_Open_Data_2024
Nice,TGV,7.31,3.94,8.19,8.55,2024-10-14 00:00:00,3.57,6.06,NON,4.11,800,5.69,SNCF_Open_Data
Marseille,Métro,3.14,7.33,3.76,8.07,2024-04-04 00:00:00,2.46,7.21,1,7.95,120,7.39,Airparif
Strasbourg,RER,6.35,3.93,5.82,3.14,2024-08-20 00:00:00,2.9,8.08,1,5.06,50,7.05,SNCF_Open_Data
Strasbourg,Métro,6.81,5.65,6.89,2.75,2024-11-11 00:00:00,5.53,1.93,0,4.95,50,1.62,Météo-France
Toulouse,RER,2.0,1.48,5.81,8.47,2024-04-16 00:00:00,7.99,7.45,1,3.11,50,6.09,Data.gouv.fr
Toulouse,RER,5.57,8.35,7.56,7.45,2024-07-27 00:00:00,5.44,6.16,0,8.38,50,6.34,Data.gouv.fr
Lyon,Métro,7.3,1.55,1.27,4.1,2024-11-24 00:00:00,5.48,3.57,NON,2.54,350,7.58,SNCF_Open_Data
Nice,Transilien,6.08,6.43,4.47,2.09,2024-05-24 00:00:00,2.69,3.45,OUI,7.22,800,6.25,Airparif
Bordeaux,Métro,4.1,2.65,8.34,1.32,2024-04-08 00:00:00,7.59,7.37,NON,7.19,800,1.54,RATP_Open_Data_2024
Nice,Métro,3.26,2.33,1.35,2.03,2024-07-29 00:00:00,6.48,1.73,0,8.53,120,2.73,Airparif
Lille,TER,7.97,8.63,4.78,1.84,2024-07-06 00:00:00,4.89,5.48,1,6.86,800,3.11,RATP_Open_Data_2024
Strasbourg,TGV,6.32,6.89,2.5,5.21,2024-12-18 00:00:00,5.55,6.07,NON,4.14,800,4.68,Data.gouv.fr
Toulouse,Tramway,5.66,5.48,8.11,6.03,2024-01-30 00:00:00,4.45,6.9,OUI,2.14,50,5.07,Data.gouv.fr
Lyon,TER,2.74,6.48,7.34,8.7,2024-06-28 00:00:00,4.16,2.53,0,5.81,800,4.34,Météo-France
Strasbourg,Métro,3.5,1.6,4.85,4.07,2024-11-22 00:00:00,1.97,5.81,1,2.82,50,5.5,RATP_Open_Data_2024
Nice,TER,4.08,8.16,6.69,6.91,2024-11-08 00:00:00,7.15,2.2,1,7.53,800,2.26,Météo-France
Montpellier,Métro,6.97,5.28,1.72,6.64,2024-10-17 00:00:00,2.77,3.38,OUI,8.25,800,6.53,Airparif
Nantes,Transilien,1.46,7.35,5.96,5.68,2024-06-02 00:00:00,5.26,1.9,OUI,7.15,5,5.62,Airparif
Strasbourg,TGV,6.22,5.18,4.62,8.42,2024-03-31 00:00:00,3.51,6.41,0,8.65,120,1.87,SNCF_Open_Data
Lyon,RER,8.74,3.8,2.07,3.88,2024-04-18 00:00:00,2.76,4.39,1,4.26,5,7.63,Météo-France
Nice,RER,4.4,3.22,5.07,7.58,2024-03-31 00:00:00,2.26,1.38,0,4.4,800,5.22,RATP_Open_Data_2024
Lille,RER,1.5,2.04,7.93,3.74,2024-07-09 00:00:00,8.0,7.34,OUI,7.33,50,3.45,SNCF_Open_Data
Marseille,TER,7.58,7.75,5.86,6.43,2024-12-09 00:00:00,8.49,6.38,NON,3.57,120,2.73,SNCF_Open_Data
Lille,TGV,6.72,5.61,6.63,4.6,2024-02-09 00:00:00,1.97,8.32,1,5.41,350,6.93,Airparif
Marseille,Bus RATP,4.02,1.9,2.57,7.71,2024-03-31 00:00:00,8.0,1.36,NON,2.73,50,7.31,SNCF_Open_Data
Lyon,RER,3.36,8.15,7.18,3.54,2024-10-28 00:00:00,1.44,3.69,NON,7.77,50,3.51,Data.gouv.fr
Lyon,Tramway,1.6,7.89,4.76,6.11,2024-09-03 00:00:00,2.55,6.27,NON,8.49,120,2.99,Airparif
Lyon,TER,6.91,8.13,1.68,7.58,2024-04-09 00:00:00,8.5,6.7,1,5.23,50,8.47,RATP_Open_Data_2024
Strasbourg,Transilien,4.02,5.5,5.28,7.25,2024-06-10 00:00:00,5.95,4.28,0,1.37,350,7.04,Airparif
Montpellier,Métro,8.3,7.52,5.34,4.56,2024-10-26 00:00:00,8.24,7.89,1,4.39,350,5.98,Airparif
Toulouse,TER,3.05,4.7,6.52,3.3,2024-02-06 00:00:00,2.17,6.52,0,7.11,5,4.02,SNCF_Open_Data
Nantes,Métro,1.82,7.52,1.21,4.46,2024-06-11 00:00:00,1.68,3.7,OUI,8.22,5,6.54,Météo-France
Paris,TER,3.86,7.03,3.67,5.8,2024-01-22 00:00:00,3.2,4.15,0,4.0,5,3.83,SNCF_Open_Data
Toulouse,TER,5.91,4.46,6.98,8.45,2024-01-13 00:00:00,3.65,1.32,OUI,4.16,50,6.48,Airparif
Strasbourg,RER,4.76,7.17,7.3,7.38,2024-08-19 00:00:00,6.82,2.76,0,1.82,50,1.74,Météo-France
Bordeaux,RER,4.89,3.79,4.39,3.36,2024-07-28 00:00:00,4.73,6.89,OUI,1.32,350,6.39,Airparif
Lille,RER,4.8,2.4,1.59,6.7,2024-12-23 00:00:00,7.56,4.18,1,5.25,120,6.09,Airparif
Montpellier,Tramway,8.18,4.6,3.95,7.28,2024-06-10 00:00:00,7.82,1.43,NON,3.09,5,7.14,Airparif
Lille,TGV,5.08,2.5,3.05,2.49,2024-05-27 00:00:00,7.54,1.92,OUI,1.82,800,2.09,Data.gouv.fr
Bordeaux,TER,5.52,3.86,1.24,4.66,2024-12-07 00:00:00,1.92,8.46,0,2.21,5,5.58,RATP_Open_Data_2024
Strasbourg,RER,3.39,6.81,1.91,4.94,2024-11-04 00:00:00,2.5,1.92,OUI,5.66,350,7.99,RATP_Open_Data_2024
Nice,Métro,5.79,2.8,8.29,3.49,2024-01-28 00:00:00,6.65,5.82,0,6.9,350,3.64,RATP_Open_Data_2024
Lyon,Transilien,8.62,1.9,3.0,5.32,2024-04-01 00:00:00,5.47,6.16,1,5.41,350,5.47,Airparif
Nantes,TER,3.0,1.47,6.93,6.38,2024-06-29 00:00:00,4.92,5.86,OUI,7.13,120,5.18,SNCF_Open_Data
Lille,RER,7.08,1.49,4.41,7.28,2024-05-17 00:00:00,4.15,2.9,1,8.65,350,5.96,Airparif
Nantes,Métro,5.04,3.76,8.35,7.05,2024-05-13 00:00:00,1.5,7.28,0,6.01,350,7.24,Data.gouv.fr
Strasbourg,TER,6.3,3.39,5.77,3.91,2024-05-02 00:00:00,3.35,6.14,OUI,1.84,50,4.44,Airparif
Lille,TER,4.57,5.33,4.5,6.98,2024-07-09 00:00:00,1.81,3.41,OUI,7.94,120,1.31,Airparif
Toulouse,TGV,4.47,3.2,5.58,2.54,2024-01-18 00:00:00,3.33,7.39,1,8.55,50,7.71,SNCF_Open_Data
Strasbourg,Transilien,6.05,4.15,4.78,3.98,2024-04-25 00:00:00,7.93,7.01,NON,3.72,50,3.47,Airparif
Montpellier,Tramway,7.29,4.1,8.66,5.23,2024-09-24 00:00:00,8.67,2.93,0,3.88,120,6.98,RATP_Open_Data_2024
Paris,RER,7.24,6.65,1.97,4.93,2024-04-03 00:00:00,1.29,5.59,NON,4.0,50,8.07,Data.gouv.fr
Nantes,Métro,3.87,8.38,2.3,6.45,2024-10-27 00:00:00,8.25,5.67,0,6.93,50,6.22,SNCF_Open_Data
Bordeaux,TER,6.65,4.26,7.44,7.29,2024-07-03 00:00:00,5.36,5.24,1,5.8,350,8.55,Airparif
Strasbourg,Tramway,1.96,1.84,7.57,5.82,2024-08-26 00:00:00,6.24,2.71,0,4.58,800,7.66,Airparif
Lille,Métro,2.42,2.13,5.46,5.7,2024-11-26 00:00:00,5.02,4.07,0,2.5,800,1.62,Data.gouv.fr
Montpellier,Transilien,2.11,3.11,6.91,2.75,2024-03-09 00:00:00,1.64,8.24,OUI,3.68,5,7.58,SNCF_Open_Data
Lille,TER,4.72,1.88,2.66,2.03,2024-11-06 00:00:00,7.59,8.47,0,5.33,120,3.1,RATP_Open_Data_2024
Toulouse,TGV,8.44,5.5,8.29,4.19,2024-01-26 00:00:00,8.01,5.17,1,1.65,5,2.45,Météo-France
Strasbourg,Transilien,5.48,8.61,5.31,4.71,2024-09-26 00:00:00,6.41,2.0,0,6.79,120,5.77,SNCF_Open_Data
Bordeaux,TGV,2.99,7.36,6.67,6.48,2024-12-24 00:00:00,7.38,7.83,OUI,6.65,350,8.32,RATP_Open_Data_2024
Bordeaux,RER,1.49,2.22,5.29,2.87,2024-08-25 00:00:00,5.34,8.71,1,5.02,120,3.11,Airparif
Nantes,Tramway,4.93,8.34,3.53,6.95,2024-11-12 00:00:00,3.28,3.63,OUI,2.02,50,7.66,SNCF_Open_Data
Nantes,TGV,7.71,4.49,1.66,4.48,2024-04-20 00:00:00,2.28,3.75,0,2.51,120,3.12,Data.gouv.fr
Toulouse,Bus RATP,2.87,3.91,4.09,4.27,2024-01-27 00:00:00,7.51,2.74,NON,7.55,800,7.4,Data.gouv.fr
Paris,TER,7.92,6.94,6.57,1.97,2024-09-07 00:00:00,1.57,6.58,1,5.69,350,6.3,RATP_Open_Data_2024
Montpellier,Tramway,4.04,1.71,1.49,8.58,2024-01-07 00:00:00,5.79,5.56,NON,7.84,350,1.32,Data.gouv.fr
Bordeaux,TER,8.05,3.42,2.0,6.34,2024-08-03 00:00:00,6.4,5.74,0,4.57,350,1.57,Airparif
Paris,RER,7.21,4.21,8.56,4.51,2024-07-24 00:00:00,5.13,5.59,NON,5.67,800,6.5,Data.gouv.fr
Lille,TGV,5.2,6.86,8.73,1.49,2024-02-06 00:00:00,7.82,6.21,OUI,7.42,120,2.12,Airparif
Paris,TGV,6.03,2.14,2.06,3.91,2024-04-23 00:00:00,3.0,3.79,0,3.69,50,7.18,SNCF_Open_Data
Nice,Bus RATP,2.66,5.63,7.04,4.2,2024-04-23 00:00:00,6.98,8.2,0,8.34,350,4.51,SNCF_Open_Data
Bordeaux,Transilien,5.41,3.44,7.41,6.4,2024-11-13 00:00:00,5.65,2.02,NON,6.35,50,4.74,Airparif
Nice,RER,3.08,5.67,3.81,7.23,2024-09-16 00:00:00,1.77,7.57,OUI,2.81,120,1.42,SNCF_Open_Data
Strasbourg,Transilien,1.44,5.39,4.6,6.74,2024-04-03 00:00:00,5.93,6.95,NON,3.66,800,1.36,Data.gouv.fr
Toulouse,Bus RATP,4.58,5.9,5.27,3.05,2024-01-30 00:00:00,1.37,5.95,NON,2.63,800,2.29,Airparif
Nice,Bus RATP,5.19,1.81,1.6,1.52,2024-10-08 00:00:00,2.44,8.05,NON,5.34,350,7.88,RATP_Open_Data_2024
Lyon,Transilien,1.35,1.49,2.41,4.82,2024-05-04 00:00:00,5.32,5.25,0,1.62,800,4.15,Data.gouv.fr
Nantes,Métro,7.69,2.48,4.97,8.26,2024-12-12 00:00:00,3.78,3.51,1,8.38,120,4.71,Météo-France
Paris,Transilien,1.39,5.14,2.98,7.76,2024-03-13 00:00:00,2.44,6.54,1,3.86,50,6.69,Data.gouv.fr
Bordeaux,Bus RATP,4.37,6.11,6.44,3.68,2024-11-10 00:00:00,6.19,6.0,0,1.55,5,5.63,SNCF_Open_Data
Paris,Transilien,8.25,7.01,6.99,7.72,2024-08-27 00:00:00,8.44,4.8,1,6.62,5,5.4,Data.gouv.fr
Nice,TER,5.96,7.84,1.68,2.49,2024-01-07 00:00:00,8.72,1.22,OUI,1.49,350,1.38,SNCF_Open_Data
Montpellier,Tramway,7.43,2.25,1.79,4.05,2024-03-29 00:00:00,6.63,6.39,NON,7.96,800,3.2,Météo-France
Toulouse,TGV,2.3,3.58,3.19,2.35,2024-03-12 00:00:00,3.61,4.32,NON,3.63,350,4.55,SNCF_Open_Data
Bordeaux,TGV,7.39,4.54,8.46,3.67,2024-11-22 00:00:00,6.09,8.23,1,7.1,50,4.48,Météo-France
Montpellier,TGV,1.54,5.49,5.67,2.2,2024-07-29 00:00:00,4.82,6.17,OUI,4.05,350,7.35,Météo-France
Lille,TGV,4.68,3.69,3.73,5.42,2024-03-28 00:00:00,7.86,3.76,0,5.19,120,8.78,SNCF_Open_Data
Lille,Tramway,4.66,2.68,1.46,3.09,2024-12-25 00:00:00,8.46,5.17,NON,1.76,5,2.15,Airparif
Nice,TER,1.54,6.77,8.12,5.82,2024-10-10 00:00:00,3.64,1.86,0,2.21,120,1.96,Météo-France
Montpellier,RER,8.69,3.67,2.51,2.46,2024-11-06 00:00:00,7.37,4.44,1,6.98,120,1.83,Météo-France
Bordeaux,Métro,4.1,3.97,4.53,1.71,2024-04-21 00:00:00,3.81,4.05,NON,3.52,5,5.08,SNCF_Open_Data
Toulouse,TGV,7.63,7.93,4.78,1.29,2024-11-20 00:00:00,5.44,1.56,NON,4.34,50,7.59,SNCF_Open_Data
Nantes,Tramway,8.05,2.51,8.11,7.03,2024-01-08 00:00:00,5.73,5.87,1,4.85,800,2.28,RATP_Open_Data_2024
Bordeaux,Tramway,5.73,2.64,7.55,7.3,2024-07-19 00:00:00,6.5,7.22,1,7.73,350,4.42,RATP_Open_Data_2024
Bordeaux,Bus RATP,3.23,5.0,5.02,7.39,2024-05-28 00:00:00,1.24,3.54,OUI,6.47,120,3.79,Airparif
Montpellier,TGV,1.97,3.26,2.23,5.14,2024-07-29 00:00:00,6.7,7.45,NON,8.8,120,4.98,Météo-France
Nice,RER,4.55,5.18,8.13,5.11,2024-08-07 00:00:00,8.71,5.61,0,7.88,120,4.66,Airparif
Toulouse,Tramway,1.43,2.63,7.77,2.66,2024-09-08 00:00:00,5.89,3.31,1,1.91,350,4.48,Airparif
Paris,RER,7.14,5.56,1.91,2.99,2024-03-10 00:00:00,6.78,1.29,1,8.63,800,1.51,RATP_Open_Data_2024
Marseille,Métro,1.45,5.93,8.52,2.86,2024-12-23 00:00:00,7.78,4.86,0,3.16,50,5.92,Airparif
Nantes,TGV,4.77,6.15,7.24,8.57,2024-09-12 00:00:00,2.59,1.93,1,7.55,120,4.8,Météo-France
Marseille,Transilien,8.67,6.03,2.86,4.31,2024-10-03 00:00:00,3.94,2.71,NON,2.45,800,8.21,SNCF_Open_Data
Strasbourg,RER,1.35,3.81,2.18,6.11,2024-11-14 00:00:00,3.34,2.04,0,5.02,120,5.51,Airparif
Lille,TGV,1.78,7.62,3.72,5.84,2024-07-11 00:00:00,8.59,4.16,NON,8.13,50,2.19,SNCF_Open_Data
Marseille,TER,8.08,1.87,4.26,6.04,2024-11-13 00:00:00,4.3,3.1,1,4.21,350,8.53,Data.gouv.fr
Montpellier,RER,1.84,1.95,2.51,3.02,2024-11-01 00:00:00,5.94,6.93,0,7.01,5,6.89,RATP_Open_Data_2024
Montpellier,RER,2.75,8.13,5.96,3.11,2024-12-08 00:00:00,4.97,2.18,1,5.56,350,8.34,Data.gouv.fr
Lyon,RER,1.61,1.33,8.54,3.98,2024-04-24 00:00:00,4.4,8.63,1,2.66,120,1.82,Data.gouv.fr
Montpellier,Tramway,7.79,2.18,6.77,5.55,2024-04-19 00:00:00,5.25,1.76,0,4.1,50,5.14,Data.gouv.fr
Bordeaux,TER,3.45,7.79,1.51,1.7,2024-08-26 00:00:00,6.06,4.51,OUI,4.34,350,5.66,Data.gouv.fr
Nice,RER,3.69,3.81,3.86,1.53,2024-09-07 00:00:00,4.31,2.07,0,5.82,5,5.69,Airparif
Toulouse,TER,8.11,4.9,6.32,6.52,2024-03-23 00:00:00,5.73,7.65,0,2.63,120,2.23,Airparif
Lyon,Bus RATP,4.08,3.82,7.91,5.43,2024-02-02 00:00:00,2.84,6.56,1,2.34,120,8.22,Airparif
Lille,Bus RATP,8.28,3.27,5.15,6.76,2024-05-12 00:00:00,6.13,8.37,OUI,4.78,350,5.33,Data.gouv.fr
Marseille,Tramway,4.78,2.58,2.03,5.64,2024-07-02 00:00:00,4.56,5.61,NON,5.03,800,6.79,Data.gouv.fr
Paris,Transilien,8.44,3.07,5.45,3.91,2024-11-05 00:00:00,2.37,8.25,OUI,3.64,50,8.71,RATP_Open_Data_2024
Nice,Métro,5.03,6.43,7.46,4.38,2024-05-24 00:00:00,3.67,5.19,0,7.63,120,3.16,Data.gouv.fr
Paris,TGV,5.86,6.15,4.26,3.55,2024-11-21 00:00:00,2.93,7.31,0,1.73,350,4.3,Data.gouv.fr
Lyon,TGV,4.81,8.37,2.75,6.62,2024-12-12 00:00:00,3.88,3.47,1,2.83,5,5.63,RATP_Open_Data_2024
Strasbourg,TER,2.27,3.9,8.28,7.93,2024-12-22 00:00:00,5.47,4.28,1,5.76,800,6.54,SNCF_Open_Data
Lille,TER,7.0,8.69,1.64,2.89,2024-10-06 00:00:00,8.09,2.05,1,5.81,800,2.56,Airparif
Toulouse,Transilien,5.69,5.37,8.14,6.31,2024-09-12 00:00:00,3.15,1.7,0,8.56,5,4.72,SNCF_Open_Data
Toulouse,RER,1.42,4.51,4.46,8.79,2024-02-11 00:00:00,6.55,1.51,NON,1.7,50,5.78,SNCF_Open_Data
Paris,TGV,6.13,5.45,2.2,8.29,2024-04-17 00:00:00,5.57,5.65,1,2.87,50,6.51,Météo-France
Lille,Tramway,2.55,8.37,3.25,2.47,2024-09-09 00:00:00,8.34,4.45,OUI,5.91,120,8.57,Météo-France
Marseille,Tramway,2.72,5.1,6.06,7.44,2024-08-07 00:00:00,3.59,1.89,1,1.51,800,7.14,Airparif
Lille,Tramway,7.99,2.32,3.23,2.23,2024-09-16 00:00:00,3.14,6.84,OUI,5.4,350,1.56,RATP_Open_Data_2024
Lille,TGV,8.7,7.99,5.55,2.85,2024-03-29 00:00:00,5.61,6.76,NON,3.51,120,6.31,SNCF_Open_Data
Lyon,RER,3.43,8.04,5.64,1.25,2024-10-29 00:00:00,7.61,6.92,0,5.01,5,8.11,Météo-France
Montpellier,TER,7.86,1.37,5.6,5.38,2024-08-01 00:00:00,4.68,7.38,0,7.53,50,5.12,Data.gouv.fr
Montpellier,Tramway,1.8,2.14,5.8,2.59,2024-05-05 00:00:00,4.13,7.93,OUI,6.47,800,5.4,Météo-France
Nantes,TGV,8.22,6.22,2.02,5.18,2024-06-09 00:00:00,4.46,2.08,OUI,8.18,50,3.1,Airparif
Nice,Tramway,2.23,2.22,7.99,6.87,2024-11-01 00:00:00,4.67,2.59,OUI,2.34,5,3.21,RATP_Open_Data_2024
Lyon,Bus RATP,7.33,4.47,5.74,5.13,2024-01-03 00:00:00,1.38,8.68,1,2.34,50,6.33,Airparif
Marseille,Tramway,2.53,6.93,6.58,2.02,2024-08-07 00:00:00,6.18,7.37,1,7.66,50,6.88,Airparif
Montpellier,Bus RATP,3.92,7.79,1.79,1.27,2024-08-25 00:00:00,4.61,5.69,OUI,6.98,800,6.3,Data.gouv.fr
Marseille,Métro,5.1,2.71,8.19,2.33,2024-07-30 00:00:00,5.17,6.42,NON,5.84,120,4.57,Data.gouv.fr
Marseille,Transilien,1.53,7.45,8.58,6.48,2024-01-26 00:00:00,4.36,6.09,OUI,2.4,120,1.98,RATP_Open_Data_2024
Nantes,RER,8.49,6.1,5.68,2.37,2024-02-28 00:00:00,4.33,5.29,OUI,2.2,120,8.63,Data.gouv.fr
Toulouse,Tramway,2.62,4.48,5.73,1.37,2024-10-31 00:00:00,6.47,3.41,NON,8.07,50,7.33,SNCF_Open_Data
Nice,Bus RATP,2.07,8.47,5.3,8.5,2024-05-28 00:00:00,2.35,7.58,OUI,2.51,350,1.96,Météo-France
Lille,Bus RATP,2.34,5.28,8.21,1.21,2024-08-30 00:00:00,2.65,4.18,NON,4.27,800,1.55,Météo-France
Toulouse,TER,5.5,6.17,2.02,6.7,2024-09-03 00:00:00,2.77,8.02,OUI,4.17,50,6.08,Data.gouv.fr
Nice,Transilien,4.53,6.8,4.24,7.64,2024-08-02 00:00:00,2.17,1.44,0,4.23,50,3.87,RATP_Open_Data_2024
Nantes,TGV,1.58,8.2,2.64,7.99,2024-12-21 00:00:00,5.16,7.54,1,3.17,120,8.2,RATP_Open_Data_2024
Lyon,RER,3.38,5.21,4.99,7.71,2024-01-10 00:00:00,4.91,2.31,1,2.37,50,1.95,RATP_Open_Data_2024
Strasbourg,Bus RATP,7.25,1.52,6.09,2.28,2024-04-05 00:00:00,6.88,2.89,NON,5.43,350,5.51,Météo-France
Nice,RER,5.6,3.61,2.59,5.86,2024-01-28 00:00:00,2.41,4.3,NON,2.64,120,8.44,Météo-France
Toulouse,Bus RATP,5.95,5.34,4.31,3.23,2024-06-22 00:00:00,6.5,5.23,NON,6.12,5,6.75,Airparif
Toulouse,Bus RATP,2.88,6.82,3.43,3.75,2024-12-19 00:00:00,6.17,8.69,OUI,5.0,50,3.27,Météo-France
Nantes,TGV,2.61,4.63,7.11,4.14,2024-03-14 00:00:00,5.17,4.37,0,4.74,120,5.65,RATP_Open_Data_2024
Bordeaux,Métro,8.39,5.09,4.89,1.4,2024-02-13 00:00:00,3.96,3.95,OUI,2.22,5,2.7,RATP_Open_Data_2024
Lyon,RER,2.51,2.73,6.42,6.47,2024-08-19 00:00:00,8.03,3.5,OUI,2.76,5,3.81,Météo-France
Montpellier,Transilien,5.64,7.08,7.59,2.12,2024-07-12 00:00:00,3.29,7.86,OUI,6.15,800,5.54,Data.gouv.fr
Lille,Métro,1.98,2.04,7.84,7.24,2024-07-03 00:00:00,2.59,5.56,OUI,5.06,5,6.64,Météo-France
Montpellier,TGV,2.55,8.73,1.41,2.49,2024-05-04 00:00:00,6.31,4.65,0,8.49,5,7.23,RATP_Open_Data_2024
Toulouse,TER,7.54,3.7,2.24,5.26,2024-07-25 00:00:00,3.82,5.94,1,3.3,120,4.57,RATP_Open_Data_2024
Strasbourg,Bus RATP,3.05,2.46,1.86,3.65,2024-07-17 00:00:00,4.48,7.45,NON,3.85,5,3.6,Airparif
Nice,TER,6.15,2.64,6.45,6.01,2024-12-23 00:00:00,3.09,2.98,0,8.26,120,2.53,SNCF_Open_Data
Lille,RER,4.75,6.44,3.69,7.56,2024-09-18 00:00:00,7.15,3.87,1,3.49,5,6.59,Data.gouv.fr
Toulouse,RER,1.93,7.89,4.41,7.57,2024-02-26 00:00:00,3.58,7.12,NON,6.54,5,1.48,RATP_Open_Data_2024
Nantes,TGV,6.68,6.49,4.79,8.47,2024-07-07 00:00:00,6.5,6.97,NON,5.27,350,7.98,Data.gouv.fr
Lyon,Bus RATP,8.06,8.36,8.74,1.6,2024-04-04 00:00:00,7.15,6.22,NON,4.08,800,7.15,Airparif
Nantes,Transilien,7.99,2.58,1.88,2.04,2024-09-26 00:00:00,6.62,8.16,NON,2.83,5,7.63,Airparif
Montpellier,Bus RATP,3.47,7.26,2.49,3.54,2024-07-20 00:00:00,6.29,7.18,0,6.3,50,2.3,Data.gouv.fr
Montpellier,TER,7.77,7.61,7.29,7.83,2024-04-05 00:00:00,8.69,8.69,OUI,8.23,120,3.09,Météo-France
Lyon,TGV,5.15,1.9,6.75,4.33,2024-04-19 00:00:00,8.2,5.42,NON,7.65,5,8.41,Data.gouv.fr
Paris,Transilien,7.43,8.2,7.72,6.93,2024-09-24 00:00:00,3.68,1.78,1,6.96,800,4.39,SNCF_Open_Data
Strasbourg,RER,3.36,8.21,2.87,3.47,2024-05-15 00:00:00,8.33,3.59,1,2.88,800,2.37,Airparif
Lyon,Transilien,7.04,6.16,4.2,1.7,2024-04-23 00:00:00,5.08,1.84,NON,2.61,120,1.88,Météo-France
Lyon,Métro,1.58,1.47,3.35,4.13,2024-10-16 00:00:00,3.15,7.31,OUI,2.38,50,1.81,RATP_Open_Data_2024
Toulouse,RER,4.05,7.3,6.2,5.19,2024-03-02 00:00:00,8.08,5.7,OUI,8.32,800,7.82,SNCF_Open_Data
Toulouse,Tramway,6.79,6.46,5.73,5.75,2024-07-15 00:00:00,2.28,5.18,OUI,4.6,5,6.02,Airparif
Strasbourg,Bus RATP,8.76,2.44,4.44,3.8,2024-12-13 00:00:00,4.39,2.49,OUI,8.11,350,4.6,Météo-France
Lille,TGV,5.47,4.0,6.69,2.61,2024-05-30 00:00:00,6.3,8.16,1,4.94,50,5.78,Data.gouv.fr
Paris,TGV,2.53,7.8,5.62,7.3,2024-08-21 00:00:00,7.97,1.66,1,6.0,50,1.54,SNCF_Open_Data
Montpellier,TER,1.22,7.81,2.73,4.36,2024-01-17 00:00:00,5.95,2.7,OUI,2.29,800,5.13,RATP_Open_Data_2024
Bordeaux,Tramway,3.44,7.98,2.3,6.71,2024-11-03 00:00:00,6.76,2.72,1,1.26,120,3.67,Météo-France
Strasbourg,Métro,7.79,2.39,5.1,6.21,2024-12-04 00:00:00,1.23,4.44,OUI,5.78,800,2.12,SNCF_Open_Data
Paris,Bus RATP,6.43,3.21,2.57,2.5,2024-04-05 00:00:00,7.63,4.66,OUI,2.19,120,2.66,Airparif
Strasbourg,RER,8.38,2.61,2.33,4.09,2024-11-25 00:00:00,2.66,1.23,0,7.47,5,6.33,RATP_Open_Data_2024
Bordeaux,TGV,6.88,6.02,6.57,4.61,2024-10-06 00:00:00,7.08,1.37,0,4.07,120,6.7,Data.gouv.fr
Montpellier,TER,2.77,6.59,6.16,5.16,2024-11-13 00:00:00,1.62,5.82,OUI,1.68,800,3.31,RATP_Open_Data_2024
Nice,TGV,3.08,3.53,5.85,5.94,2024-06-29 00:00:00,6.4,5.69,0,5.19,50,3.98,Data.gouv.fr
Nice,TER,8.06,2.44,6.45,8.66,2024-11-16 00:00:00,6.01,2.06,OUI,8.28,50,4.26,Airparif
Lille,Bus RATP,1.73,5.01,8.43,2.44,2024-08-16 00:00:00,7.0,5.61,NON,2.25,350,1.35,Airparif
Toulouse,Tramway,2.16,2.02,6.85,6.05,2024-08-09 00:00:00,5.44,3.89,0,4.43,50,5.28,Météo-France
Paris,Bus RATP,1.68,4.63,3.07,5.2,2024-04-10 00:00:00,2.99,7.41,NON,5.67,5,4.57,SNCF_Open_Data
Toulouse,RER,6.79,8.31,3.75,8.2,2024-10-05 00:00:00,7.07,6.4,1,2.39,120,2.43,SNCF_Open_Data
Bordeaux,Métro,4.05,6.51,2.06,7.2,2024-03-21 00:00:00,4.09,2.53,1,3.41,120,3.83,Data.gouv.fr
Lyon,TER,6.08,3.71,3.19,4.08,2024-04-17 00:00:00,2.77,6.52,OUI,5.5,50,6.06,Airparif
