col_ville,col_mode_transport,col_retard_moyen,col_retard_max,col_nb_incidents,col_total_passagers_impactes,col_date,col_heure,col_ligne,col_retard_minutes,col_retard_categorie,col_cause_retard,col_nb_voyages_affectes,col_passagers_impactes,col_type_incident,col_source
Montpellier,Tramway,4.46,6.9,ID_045,2.31,2024-05-30 00:00:00,5.97,4.64,7.66,7.4,8.77,1.57,7.5,ID_045,SNCF_Open_Data
Toulouse,Bus RATP,7.56,8.59,ID_046,4.54,2024-02-12 00:00:00,7.85,2.96,2.4,6.43,2.95,1.86,3.87,ID_046,Data.gouv.fr
Lille,Tramway,1.65,4.82,ID_047,1.88,2024-01-28 00:00:00,4.16,2.48,4.67,5.35,7.05,7.4,1.89,ID_047,Airparif
Marseille,Bus RATP,4.48,7.6,ID_048,1.51,2024-06-20 00:00:00,3.08,3.92,6.97,5.63,2.81,7.5,1.98,ID_048,Data.gouv.fr
Montpellier,Transilien,2.27,5.33,ID_049,1.69,2024-03-21 00:00:00,4.61,2.63,8.5,5.87,2.44,4.82,6.59,ID_049,Météo-France
Marseille,Transilien,4.47,5.98,ID_050,1.68,2024-08-24 00:00:00,3.06,3.62,6.31,7.73,5.77,8.51,6.6,ID_050,RATP_Open_Data_2024
Nantes,Bus RATP,1.57,3.45,ID_051,5.54,2024-11-19 00:00:00,2.25,2.97,6.12,2.26,3.73,3.18,5.26,ID_051,SNCF_Open_Data
Paris,Bus RATP,8.24,4.25,ID_052,4.97,2024-09-26 00:00:00,3.88,6.12,5.52,5.34,4.98,3.28,5.9,ID_052,Airparif
Nice,Métro,5.23,3.9,ID_053,3.14,2024-12-19 00:00:00,6.22,6.4,4.12,6.45,3.86,5.41,8.39,ID_053,SNCF_Open_Data
Nantes,RER,3.94,8.48,ID_054,5.96,2024-10-03 00:00:00,2.0,7.8,3.14,8.67,7.98,1.43,6.92,ID_054,RATP_Open_Data_2024
Marseille,Bus RATP,8.04,2.68,ID_055,8.28,2024-07-31 00:00:00,6.9,7.72,8.74,8.3,4.13,7.16,7.09,ID_055,Météo-France
Bordeaux,TGV,3.18,4.36,ID_056,7.14,2024-02-18 00:00:00,7.57,2.8,6.45,2.93,2.5,1.54,4.24,ID_056,Data.gouv.fr
Lyon,Tramway,7.65,7.47,ID_057,4.12,2024-04-17 00:00:00,6.65,3.13,3.13,4.3,7.83,2.35,7.63,ID_057,Météo-France
Lille,Métro,7.5,2.62,ID_058,7.82,2024-11-07 00:00:00,1.95,4.82,1.91,5.46,7.15,6.81,8.0,ID_058,RATP_Open_Data_2024
Montpellier,TGV,4.23,6.31,ID_059,7.8,2024-02-01 00:00:00,3.9,4.64,3.98,8.66,5.62,6.3,5.65,ID_059,Météo-France
Lille,Transilien,3.96,2.52,ID_060,1.49,2024-02-25 00:00:00,3.08,4.8,3.13,1.27,2.82,6.36,2.28,ID_060,RATP_Open_Data_2024
Nice,Transilien,5.41,1.68,ID_061,3.87,2024-08-19 00:00:00,3.12,5.4,2.2,7.09,7.79,2.2,4.97,ID_061,SNCF_Open_Data
Marseille,TGV,1.36,2.36,ID_062,5.49,2024-05-01 00:00:00,2.66,2.63,1.32,3.82,3.9,1.98,2.87,ID_062,Airparif
Bordeaux,RER,1.64,6.83,ID_063,8.25,2024-04-22 00:00:00,3.61,3.63,4.19,5.44,3.5,6.64,1.41,ID_063,Data.gouv.fr
Lille,RER,2.99,5.35,ID_064,4.97,2024-01-23 00:00:00,4.55,8.4,3.95,5.1,3.71,2.75,1.6,ID_064,SNCF_Open_Data
Marseille,RER,6.97,1.3,ID_065,2.14,2024-05-24 00:00:00,6.8,3.7,7.45,1.93,7.83,6.51,5.9,ID_065,SNCF_Open_Data
Bordeaux,Métro,4.65,6.42,ID_066,4.35,2024-02-14 00:00:00,7.51,7.09,3.2,3.28,4.18,5.78,5.75,ID_066,Airparif
Lille,Métro,8.66,8.53,ID_067,6.64,2024-08-28 00:00:00,1.87,7.02,7.1,5.38,8.5,4.82,8.46,ID_067,SNCF_Open_Data
Lille,Métro,6.11,6.36,ID_068,2.6,2024-06-07 00:00:00,5.43,8.14,5.19,8.26,4.76,2.41,5.97,ID_068,RATP_Open_Data_2024
Montpellier,Bus RATP,7.84,6.89,ID_069,2.93,2024-05-24 00:00:00,6.12,7.89,1.26,3.23,1.22,3.9,6.93,ID_069,Data.gouv.fr
Lille,RER,4.35,2.89,ID_070,3.98,2024-07-30 00:00:00,8.32,1.42,3.54,8.22,1.62,7.85,8.23,ID_070,SNCF_Open_Data
Toulouse,RER,3.27,3.93,ID_071,2.6,2024-01-30 00:00:00,1.4,5.96,7.54,6.19,2.93,6.67,6.73,ID_071,Data.gouv.fr
Paris,TGV,6.02,1.35,ID_072,3.33,2024-10-16 00:00:00,4.17,4.98,7.74,4.89,1.98,3.0,4.61,ID_072,Météo-France
Lille,Métro,3.76,7.12,ID_073,1.32,2024-01-06 00:00:00,7.53,1.62,2.92,8.75,5.74,4.11,5.9,ID_073,Météo-France
Nantes,TER,6.52,4.95,ID_074,7.02,2024-01-09 00:00:00,6.48,8.01,3.19,1.93,8.7,8.12,2.77,ID_074,Data.gouv.fr
Paris,Transilien,1.39,4.82,ID_075,2.69,2024-04-13 00:00:00,4.29,1.39,7.57,7.06,7.86,5.71,6.24,ID_075,Airparif
Strasbourg,RER,7.25,5.94,ID_076,3.1,2024-05-02 00:00:00,3.9,6.25,8.45,5.64,6.07,1.57,7.68,ID_076,RATP_Open_Data_2024
Lyon,RER,3.43,4.49,ID_077,2.33,2024-05-19 00:00:00,5.91,2.02,7.1,6.57,4.27,6.7,4.0,ID_077,SNCF_Open_Data
Nantes,Métro,3.93,5.23,ID_078,3.75,2024-12-24 00:00:00,6.62,1.4,8.39,8.74,1.4,8.1,6.37,ID_078,Data.gouv.fr
Montpellier,Transilien,5.0,7.09,ID_079,6.65,2024-07-16 00:00:00,5.58,1.36,3.06,6.99,8.18,6.58,3.32,ID_079,Data.gouv.fr
Marseille,Métro,4.52,2.6,ID_080,6.43,2024-05-03 00:00:00,3.13,1.78,4.81,3.06,5.54,5.92,5.61,ID_080,RATP_Open_Data_2024
Toulouse,Bus RATP,3.91,2.6,ID_081,7.69,2024-12-04 00:00:00,6.3,2.32,2.64,2.66,7.96,2.09,2.31,ID_081,SNCF_Open_Data
Strasbourg,Bus RATP,5.93,1.97,ID_082,1.31,2024-04-11 00:00:00,7.04,1.92,2.39,7.56,3.93,3.51,5.12,ID_082,SNCF_Open_Data
Montpellier,Bus RATP,3.93,3.86,ID_083,3.25,2024-10-26 00:00:00,4.89,4.2,8.32,2.34,7.38,2.07,4.27,ID_083,Data.gouv.fr
Nantes,Bus RATP,1.54,7.72,ID_084,4.26,2024-07-20 00:00:00,7.87,8.54,3.5,4.54,5.52,2.7,4.48,ID_084,SNCF_Open_Data
Lyon,Métro,1.84,8.6,ID_085,1.8,2024-08-01 00:00:00,3.46,1.79,5.07,4.01,8.6,6.28,7.4,ID_085,Data.gouv.fr
Nantes,Transilien,3.27,4.74,ID_086,2.68,2024-03-08 00:00:00,8.65,6.97,7.91,5.11,8.65,5.27,4.5,ID_086,RATP_Open_Data_2024
Nantes,RER,5.17,4.02,ID_087,1.76,2024-01-09 00:00:00,6.91,4.99,1.99,5.18,4.82,5.62,6.86,ID_087,Airparif
Paris,TGV,7.55,1.52,ID_088,1.57,2024-04-30 00:00:00,5.52,1.68,2.21,3.95,5.92,1.77,3.52,ID_088,Airparif
Toulouse,TER,3.65,2.63,ID_089,8.33,2024-12-19 00:00:00,5.09,5.04,6.75,5.56,5.88,2.42,5.45,ID_089,Data.gouv.fr
Lyon,Bus RATP,2.35,3.42,ID_090,4.74,2024-10-15 00:00:00,7.68,6.11,2.03,8.35,6.65,7.96,4.31,ID_090,Airparif
Paris,TGV,1.42,2.11,ID_091,6.86,2024-11-07 00:00:00,6.26,2.27,4.51,1.27,2.38,3.26,4.2,ID_091,SNCF_Open_Data
Lille,Bus RATP,1.94,2.77,ID_092,1.92,2024-06-24 00:00:00,5.35,8.07,3.1,8.47,5.32,5.45,4.03,ID_092,Météo-France
Nice,Métro,7.63,6.88,ID_093,8.71,2024-07-27 00:00:00,4.7,3.49,1.92,2.05,5.56,2.54,1.96,ID_093,RATP_Open_Data_2024
Marseille,TER,1.78,2.92,ID_094,8.73,2024-04-15 00:00:00,7.75,3.34,8.41,7.12,8.3,1.4,7.64,ID_094,Data.gouv.fr
Montpellier,TER,8.7,6.44,ID_095,1.35,2024-06-10 00:00:00,5.04,7.3,2.99,4.58,4.52,1.88,3.86,ID_095,Airparif
Marseille,RER,7.13,1.97,ID_096,7.27,2024-04-14 00:00:00,4.97,2.73,6.5,3.94,1.93,8.55,3.8,ID_096,Airparif
Bordeaux,TER,4.13,6.62,ID_097,1.87,2024-09-20 00:00:00,3.19,1.51,2.54,6.42,3.66,6.05,1.24,ID_097,RATP_Open_Data_2024
Lille,Métro,1.95,5.84,ID_098,3.34,2024-08-23 00:00:00,7.11,8.47,3.75,4.9,4.22,3.75,6.39,ID_098,Météo-France
Strasbourg,Bus RATP,7.87,3.15,ID_099,2.25,2024-07-20 00:00:00,2.31,4.14,6.47,7.81,4.19,7.61,5.14,ID_099,SNCF_Open_Data
Bordeaux,TER,2.85,7.63,ID_000,1.65,2024-09-06 00:00:00,7.27,7.29,5.12,4.66,4.89,4.87,7.69,ID_000,RATP_Open_Data_2024
Montpellier,Métro,3.58,1.87,ID_001,5.01,2024-04-28 00:00:00,5.82,6.27,3.37,2.82,5.91,4.01,7.75,ID_001,RATP_Open_Data_2024
Paris,Transilien,3.77,1.43,ID_002,5.24,2024-11-26 00:00:00,5.96,5.52,4.14,2.38,3.57,8.72,1.77,ID_002,RATP_Open_Data_2024
Nice,Transilien,2.0,3.19,ID_003,2.96,2024-06-11 00:00:00,6.86,8.68,8.13,6.67,2.94,6.41,5.05,ID_003,Airparif
Lyon,Tramway,8.44,6.44,ID_004,3.54,2024-11-11 00:00:00,6.41,7.19,1.5,1.43,7.53,4.42,8.54,ID_004,SNCF_Open_Data
Nantes,RER,4.71,6.46,ID_005,7.15,2024-06-17 00:00:00,6.58,4.28,6.83,2.17,3.09,7.83,3.13,ID_005,Data.gouv.fr
Bordeaux,Transilien,5.19,2.41,ID_006,4.47,2024-10-14 00:00:00,4.89,3.65,8.69,1.84,2.28,6.11,4.4,ID_006,Data.gouv.fr
Marseille,TER,2.9,5.92,ID_007,4.92,2024-06-22 00:00:00,1.78,2.73,6.26,5.94,1.95,5.29,5.16,ID_007,Airparif
Bordeaux,Bus RATP,7.44,8.58,ID_008,2.78,2024-06-16 00:00:00,2.99,8.48,7.63,1.94,6.91,6.25,4.44,ID_008,Airparif
Montpellier,TGV,8.33,1.33,ID_009,3.65,2024-04-13 00:00:00,2.77,8.76,3.87,4.12,8.53,7.52,7.86,ID_009,Airparif
Nice,Métro,8.1,4.01,ID_010,4.94,2024-08-27 00:00:00,5.09,3.13,4.11,3.22,4.24,5.91,8.39,ID_010,Data.gouv.fr
Paris,RER,5.57,4.24,ID_011,2.07,2024-10-06 00:00:00,5.81,3.52,2.86,5.98,2.25,8.66,1.7,ID_011,SNCF_Open_Data
Lille,TER,7.74,3.15,ID_012,8.54,2024-04-05 00:00:00,1.45,8.23,3.63,5.88,7.65,7.7,1.21,ID_012,RATP_Open_Data_2024
Lyon,TGV,6.9,6.82,ID_013,3.1,2024-12-11 00:00:00,7.79,4.19,5.68,5.61,3.41,4.69,6.2,ID_013,Data.gouv.fr
Lille,Transilien,2.71,2.6,ID_014,7.12,2024-08-12 00:00:00,6.35,1.41,8.07,5.07,7.51,2.02,8.48,ID_014,Airparif
Lyon,Transilien,3.63,7.04,ID_015,2.2,2024-02-28 00:00:00,6.08,1.26,1.81,6.31,3.63,3.8,1.23,ID_015,SNCF_Open_Data
Paris,Bus RATP,1.29,3.8,ID_016,2.59,2024-01-18 00:00:00,4.06,8.22,8.21,6.65,3.88,7.13,6.02,ID_016,SNCF_Open_Data
Lyon,TGV,8.57,1.33,ID_017,2.04,2024-08-25 00:00:00,6.63,1.33,3.4,2.4,6.85,2.07,8.38,ID_017,Airparif
Strasbourg,TGV,4.29,2.68,ID_018,7.53,2024-07-22 00:00:00,5.06,4.45,8.33,8.7,1.86,6.29,1.89,ID_018,Data.gouv.fr
Lille,TER,3.99,4.13,ID_019,8.18,2024-01-18 00:00:00,7.74,4.43,5.23,1.99,8.42,8.79,7.37,ID_019,Météo-France
Bordeaux,TER,3.91,6.31,ID_020,8.79,2024-04-24 00:00:00,6.09,1.99,5.53,5.34,2.6,2.03,2.33,ID_020,Data.gouv.fr
Lille,TER,7.1,4.46,ID_021,5.77,2024-12-02 00:00:00,6.35,3.05,5.61,7.66,8.12,3.27,2.41,ID_021,Météo-France
Lille,Bus RATP,5.73,5.64,ID_022,4.89,2024-12-21 00:00:00,3.33,4.65,1.68,2.56,2.15,5.83,8.45,ID_022,Data.gouv.fr
Nantes,Métro,3.57,2.16,ID_023,5.75,2024-04-07 00:00:00,2.09,3.74,5.91,3.82,8.72,4.34,1.43,ID_023,Météo-France
Bordeaux,TER,7.23,7.18,ID_024,8.06,2024-11-03 00:00:00,4.42,4.35,6.33,1.55,8.49,4.27,6.35,ID_024,Météo-France
Nantes,Bus RATP,2.55,7.11,ID_025,7.92,2024-03-31 00:00:00,4.28,7.36,4.94,5.16,5.23,8.71,7.59,ID_025,RATP_Open_Data_2024
Nice,Tramway,5.06,4.4,ID_026,2.3,2024-08-11 00:00:00,8.34,3.4,4.94,4.23,2.96,2.31,3.34,ID_026,Data.gouv.fr
Lille,Transilien,6.14,1.92,ID_027,8.23,2024-07-31 00:00:00,3.16,8.3,6.23,6.46,2.47,3.56,5.82,ID_027,SNCF_Open_Data
Nice,Transilien,7.7,8.7,ID_028,7.99,2024-02-17 00:00:00,1.5,4.21,4.52,1.47,6.03,4.44,1.53,ID_028,Airparif
Nantes,Tramway,2.95,1.31,ID_029,8.04,2024-01-04 00:00:00,2.98,4.99,6.88,2.2,7.91,1.27,4.92,ID_029,Data.gouv.fr
Marseille,TER,3.58,6.61,ID_030,8.09,2024-05-12 00:00:00,2.98,8.23,7.0,5.67,2.96,8.02,5.99,ID_030,Météo-France
Nantes,Métro,5.47,7.73,ID_031,2.33,2024-02-08 00:00:00,2.26,4.29,2.94,3.45,1.89,6.97,7.54,ID_031,Météo-France
Toulouse,TGV,3.58,6.88,ID_032,1.41,2024-04-08 00:00:00,2.12,6.73,7.01,8.78,7.76,3.9,2.72,ID_032,Météo-France
Marseille,Transilien,7.71,5.77,ID_033,8.1,2024-03-27 00:00:00,5.02,4.37,1.27,8.74,3.96,1.95,7.84,ID_033,SNCF_Open_Data
Lille,Métro,1.69,7.07,ID_034,8.01,2024-12-20 00:00:00,5.41,6.77,2.11,3.39,2.82,1.51,7.64,ID_034,RATP_Open_Data_2024
Nice,RER,4.27,4.86,ID_035,3.47,2024-09-04 00:00:00,3.37,5.35,6.51,3.54,6.7,4.93,6.84,ID_035,Airparif
Marseille,Transilien,7.61,2.45,ID_036,7.87,2024-02-12 00:00:00,6.8,7.07,1.95,6.68,4.72,2.15,8.49,ID_036,Météo-France
Marseille,TER,3.31,8.54,ID_037,3.96,2024-02-04 00:00:00,7.02,2.95,1.75,1.24,5.4,1.64,6.85,ID_037,RATP_Open_Data_2024
Lyon,TGV,3.76,4.12,ID_038,2.12,2024-11-25 00:00:00,4.18,7.98,5.37,4.22,1.87,1.57,6.88,ID_038,RATP_Open_Data_2024
Lyon,Bus RATP,4.12,2.95,ID_039,6.55,2024-05-23 00:00:00,2.78,6.23,6.35,4.43,7.94,1.57,1.52,ID_039,Data.gouv.fr
Marseille,TER,4.0,5.33,ID_040,3.12,2024-06-16 00:00:00,4.53,7.82,1.74,7.93,1.5,4.63,1.57,ID_040,Météo-France
Nantes,Bus RATP,2.91,1.47,ID_041,3.59,2024-04-27 00:00:00,6.62,1.29,6.4,2.41,5.53,1.67,7.37,ID_041,RATP_Open_Data_2024
Nantes,RER,6.04,4.2,ID_042,6.79,2024-06-16 00:00:00,7.95,7.91,7.08,3.32,2.19,8.13,2.39,ID_042,RATP_Open_Data_2024
Marseille,TER,3.46,2.91,ID_043,2.9,2024-02-28 00:00:00,7.96,3.03,3.16,5.8,1.94,5.92,6.64,ID_043,Data.gouv.fr
Toulouse,RER,2.06,5.22,ID_044,8.68,2024-02-19 00:00:00,1.26,4.57,1.36,6.67,6.48,3.39,3.47,ID_044,Data.gouv.fr
Strasbourg,Métro,6.5,7.66,ID_045,4.29,2024-09-06 00:00:00,7.01,1.92,8.32,2.19,8.39,2.0,4.77,ID_045,RATP_Open_Data_2024
Nantes,TER,7.93,5.72,ID_046,3.27,2024-06-12 00:00:00,3.04,6.42,4.06,8.79,2.55,3.56,2.15,ID_046,RATP_Open_Data_2024
Bordeaux,Métro,3.48,7.66,ID_047,4.04,2024-12-07 00:00:00,6.18,3.76,8.55,4.86,6.8,5.21,7.27,ID_047,RATP_Open_Data_2024
Bordeaux,Bus RATP,5.34,4.78,ID_048,2.17,2024-12-25 00:00:00,8.05,3.05,5.93,6.32,4.46,6.74,6.75,ID_048,Airparif
Marseille,RER,5.68,5.57,ID_049,5.41,2024-06-24 00:00:00,5.94,3.89,5.76,1.31,3.95,4.62,3.84,ID_049,RATP_Open_Data_2024
Toulouse,Transilien,8.17,4.64,ID_050,5.81,2024-03-16 00:00:00,5.16,8.14,7.31,6.4,7.22,2.62,4.54,ID_050,Airparif
Paris,RER,3.49,5.03,ID_051,2.79,2024-10-26 00:00:00,4.79,1.93,1.39,3.51,8.73,8.69,6.62,ID_051,RATP_Open_Data_2024
Nice,TER,4.54,2.26,ID_052,7.85,2024-09-26 00:00:00,4.13,7.31,7.33,7.45,3.48,2.08,1.46,ID_052,Airparif
Paris,Bus RATP,3.78,2.81,ID_053,5.11,2024-02-25 00:00:00,4.62,7.38,1.45,7.16,4.02,7.67,2.81,ID_053,Airparif
Paris,Transilien,5.0,6.18,ID_054,2.18,2024-07-02 00:00:00,2.07,6.97,1.49,2.71,2.7,3.97,2.19,ID_054,RATP_Open_Data_2024
Paris,Transilien,3.99,1.25,ID_055,4.3,2024-05-05 00:00:00,4.52,6.44,8.39,4.77,6.21,8.12,2.88,ID_055,SNCF_Open_Data
Toulouse,Transilien,5.12,1.61,ID_056,4.99,2024-09-28 00:00:00,2.95,6.42,4.79,1.33,2.62,8.38,7.08,ID_056,Data.gouv.fr
Nice,Métro,1.75,6.06,ID_057,8.79,2024-04-20 00:00:00,1.87,1.86,1.24,1.28,2.22,4.32,4.54,ID_057,RATP_Open_Data_2024
Lyon,Métro,7.48,1.32,ID_058,6.22,2024-05-05 00:00:00,3.7,8.69,7.41,8.14,3.34,2.76,6.97,ID_058,RATP_Open_Data_2024
Nice,TGV,6.7,4.9,ID_059,6.84,2024-08-16 00:00:00,7.05,4.31,4.09,6.25,3.86,6.87,6.42,ID_059,Météo-France
Lyon,Tramway,4.0,1.95,ID_060,6.29,2024-12-26 00:00:00,1.83,1.83,7.94,7.15,1.75,5.35,4.64,ID_060,RATP_Open_Data_2024
Strasbourg,TGV,8.79,7.98,ID_061,4.93,2024-01-22 00:00:00,8.73,5.31,7.64,4.77,5.99,3.68,6.25,ID_061,Météo-France
Paris,TGV,8.31,5.35,ID_062,4.26,2024-09-14 00:00:00,3.67,2.62,4.15,6.06,2.46,2.6,1.28,ID_062,Airparif
Lille,TGV,5.48,2.85,ID_063,8.27,2024-07-12 00:00:00,3.49,4.55,8.52,8.04,2.03,5.26,3.31,ID_063,Airparif
Lyon,Transilien,3.76,2.2,ID_064,6.75,2024-10-16 00:00:00,2.36,1.4,6.7,5.82,4.68,8.42,5.77,ID_064,Data.gouv.fr
Strasbourg,Tramway,5.65,2.3,ID_065,3.8,2024-04-07 00:00:00,2.26,7.04,4.11,8.79,5.72,1.56,4.24,ID_065,Météo-France
Bordeaux,RER,6.38,5.38,ID_066,7.32,2024-04-07 00:00:00,6.69,7.5,8.32,6.06,4.08,3.05,3.61,ID_066,Airparif
Lille,Tramway,3.25,5.77,ID_067,6.45,2024-03-20 00:00:00,8.61,8.48,7.66,7.39,4.91,6.17,6.42,ID_067,Airparif
Marseille,TER,5.91,7.15,ID_068,6.89,2024-09-12 00:00:00,8.76,5.46,4.49,4.25,5.37,5.75,6.59,ID_068,RATP_Open_Data_2024
Lyon,Tramway,3.31,3.08,ID_069,2.7,2024-10-11 00:00:00,3.43,7.37,5.53,1.44,6.78,6.14,2.86,ID_069,Data.gouv.fr
Bordeaux,Tramway,5.66,4.95,ID_070,5.03,2024-11-06 00:00:00,8.38,6.85,4.21,2.08,4.47,6.2,5.6,ID_070,Airparif
Lyon,RER,1.32,8.63,ID_071,1.82,2024-07-28 00:00:00,7.97,4.18,7.17,4.66,4.04,4.42,7.16,ID_071,Météo-France
Bordeaux,Bus RATP,5.5,1.8,ID_072,1.48,2024-03-22 00:00:00,3.71,4.6,1.68,6.18,7.51,1.76,8.21,ID_072,Data.gouv.fr
Bordeaux,Bus RATP,6.73,8.58,ID_073,8.74,2024-11-11 00:00:00,5.33,7.89,7.54,4.32,3.18,3.7,5.8,ID_073,Data.gouv.fr
Bordeaux,Tramway,7.13,7.6,ID_074,7.31,2024-02-09 00:00:00,2.29,7.11,5.37,6.12,8.19,5.85,2.42,ID_074,Data.gouv.fr
Lille,TER,6.0,7.87,ID_075,7.46,2024-11-10 00:00:00,6.27,3.52,6.23,1.84,7.22,4.47,7.48,ID_075,Airparif
Paris,TER,6.83,7.33,ID_076,2.89,2024-08-12 00:00:00,2.7,4.67,5.74,5.69,4.96,4.4,6.7,ID_076,RATP_Open_Data_2024
Montpellier,RER,1.9,2.62,ID_077,3.2,2024-05-31 00:00:00,8.15,4.51,6.36,3.9,2.99,7.37,7.16,ID_077,SNCF_Open_Data
Lyon,RER,1.83,2.23,ID_078,1.94,2024-10-09 00:00:00,6.18,7.16,8.16,4.27,5.8,5.29,3.6,ID_078,SNCF_Open_Data
Bordeaux,Métro,3.87,3.06,ID_079,8.79,2024-05-24 00:00:00,8.11,3.97,1.89,1.69,7.67,6.57,5.77,ID_079,SNCF_Open_Data
Paris,RER,2.36,6.81,ID_080,5.83,2024-05-20 00:00:00,3.95,1.22,5.87,8.52,2.53,3.63,4.48,ID_080,SNCF_Open_Data
Paris,Métro,6.23,6.66,ID_081,5.4,2024-07-04 00:00:00,6.47,8.3,7.57,2.39,6.39,2.42,3.54,ID_081,Météo-France
Paris,TER,3.13,1.37,ID_082,7.19,2024-12-11 00:00:00,6.79,6.64,3.01,3.32,2.98,2.06,5.02,ID_082,Data.gouv.fr
Paris,Bus RATP,7.18,1.33,ID_083,5.03,2024-10-26 00:00:00,1.51,5.57,4.08,4.91,4.52,6.6,7.8,ID_083,SNCF_Open_Data
Lille,RER,1.84,4.6,ID_084,3.02,2024-10-19 00:00:00,1.21,5.51,1.53,2.26,1.56,2.0,2.52,ID_084,Météo-France
Marseille,TGV,6.7,5.21,ID_085,7.37,2024-03-04 00:00:00,1.32,3.93,5.84,6.53,8.22,8.11,2.09,ID_085,Data.gouv.fr
Toulouse,Tramway,7.24,5.58,ID_086,1.78,2024-07-06 00:00:00,7.46,7.33,4.69,3.69,3.74,1.85,5.66,ID_086,Météo-France
Montpellier,Métro,5.94,6.81,ID_087,6.35,2024-01-06 00:00:00,5.34,5.66,2.88,2.86,7.92,7.06,4.88,ID_087,Météo-France
Lille,TGV,1.42,1.88,ID_088,3.73,2024-09-28 00:00:00,4.11,7.58,8.6,5.24,8.57,1.69,7.43,ID_088,Météo-France
Nantes,Transilien,3.91,2.92,ID_089,4.79,2024-07-23 00:00:00,2.42,2.82,6.36,2.43,7.26,2.13,3.31,ID_089,Data.gouv.fr
Nice,Transilien,8.29,2.57,ID_090,4.71,2024-08-12 00:00:00,2.75,6.47,4.68,5.88,3.64,7.09,8.61,ID_090,Météo-France
Montpellier,RER,6.23,2.41,ID_091,7.03,2024-11-09 00:00:00,4.54,4.01,5.35,1.7,7.25,1.36,4.98,ID_091,RATP_Open_Data_2024
Lille,Bus RATP,2.85,1.61,ID_092,1.34,2024-02-16 00:00:00,1.33,6.61,2.35,5.09,5.16,1.94,2.76,ID_092,RATP_Open_Data_2024
Marseille,TER,6.06,5.19,ID_093,8.44,2024-01-12 00:00:00,2.74,7.8,5.05,6.07,4.05,5.74,5.84,ID_093,Météo-France
Toulouse,Métro,7.58,5.71,ID_094,5.75,2024-10-07 00:00:00,1.73,5.38,6.31,6.91,8.74,1.34,3.41,ID_094,Data.gouv.fr
Marseille,RER,3.78,3.8,ID_095,5.44,2024-05-18 00:00:00,5.63,7.2,2.08,7.69,5.1,7.24,2.67,ID_095,SNCF_Open_Data
Montpellier,TGV,2.51,8.71,ID_096,3.32,2024-09-11 00:00:00,7.11,3.97,6.74,3.7,8.73,5.05,5.6,ID_096,Data.gouv.fr
Paris,Bus RATP,1.5,6.49,ID_097,1.93,2024-04-13 00:00:00,6.76,1.84,1.24,8.6,6.74,1.3,7.43,ID_097,Data.gouv.fr
Lille,Tramway,4.52,8.29,ID_098,5.86,2024-08-15 00:00:00,8.53,3.84,2.05,5.75,5.16,2.3,8.52,ID_098,SNCF_Open_Data
Strasbourg,TGV,7.77,5.29,ID_099,3.71,2024-03-31 00:00:00,3.26,2.27,6.45,2.31,7.12,7.35,5.96,ID_099,SNCF_Open_Data
Strasbourg,TGV,7.67,3.4,ID_000,3.47,2024-11-27 00:00:00,5.32,2.28,4.05,4.05,3.26,7.47,7.41,ID_000,Airparif
Montpellier,Tramway,2.35,8.09,ID_001,1.36,2024-09-13 00:00:00,8.13,8.52,8.19,1.2,1.87,3.68,3.67,ID_001,RATP_Open_Data_2024
Montpellier,Transilien,1.84,4.93,ID_002,1.99,2024-10-23 00:00:00,7.72,2.97,3.21,2.18,5.91,6.73,4.31,ID_002,Airparif
Nantes,Transilien,5.9,3.98,ID_003,5.51,2024-04-21 00:00:00,2.98,7.18,6.17,8.39,2.18,5.36,7.1,ID_003,Airparif
Lille,TGV,6.54,3.05,ID_004,3.89,2024-04-08 00:00:00,7.04,5.75,5.96,4.82,6.67,4.51,7.73,ID_004,Data.gouv.fr
Nantes,Bus RATP,2.04,6.68,ID_005,4.88,2024-06-27 00:00:00,5.45,1.77,3.4,4.61,3.82,1.94,1.48,ID_005,Météo-France
Lyon,Métro,4.27,6.39,ID_006,4.49,2024-07-27 00:00:00,3.21,7.6,6.02,5.93,7.12,5.96,2.93,ID_006,Data.gouv.fr
Nantes,RER,1.91,8.14,ID_007,5.74,2024-07-03 00:00:00,2.03,4.3,3.48,8.16,6.09,8.65,6.56,ID_007,RATP_Open_Data_2024
Marseille,TGV,1.59,1.8,ID_008,1.48,2024-02-09 00:00:00,1.53,4.05,8.08,2.45,5.56,2.58,4.78,ID_008,Météo-France
Montpellier,Tramway,5.74,8.75,ID_009,3.14,2024-01-12 00:00:00,5.69,8.49,5.84,4.38,6.72,6.24,8.18,ID_009,Data.gouv.fr
Strasbourg,RER,6.55,2.33,ID_010,1.4,2024-10-09 00:00:00,2.09,6.08,4.42,4.45,6.02,3.02,6.0,ID_010,SNCF_Open_Data
Lille,Tramway,6.79,8.1,ID_011,3.48,2024-11-22 00:00:00,4.58,3.85,6.91,2.31,7.88,5.99,7.65,ID_011,RATP_Open_Data_2024
Marseille,TER,2.22,5.56,ID_012,1.62,2024-05-03 00:00:00,7.33,8.58,1.39,2.22,6.7,5.55,7.89,ID_012,Data.gouv.fr
Lyon,TER,7.64,8.63,ID_013,3.96,2024-03-09 00:00:00,5.16,2.59,3.87,8.7,7.51,1.83,5.64,ID_013,SNCF_Open_Data
