col_ville,col_region,col_type_periode,col_creneau_horaire,col_heure_debut,col_type_route,col_type_trafic_dominant,col_nb_vehicules,col_est_heure_pic,col_niveau_congestion,col_vitesse_moyenne_kmh,col_facteur_periode,col_date_scraping,col_source,col_trafic_total,col_nb_heures_pic,col_vitesse_moyenne,col_trafic_moyen_journalier,col_facteur_vs_ouvre,col_heures_pic,col_niveau_encombrement,col_date_analyse,col_trafic_moyen,col_nb_villes_concernees,col_trafic_total_jour,col_heures_congestion,col_rang,col_pourcentage_vs_max
Toulouse,Normandie,7.19,6.81,3.2,3.59,4.69,7.13,3.85,7.57,45,4.94,2024-12-24 00:00:00,Data.gouv.fr,6.13,2.89,45,8.79,5.31,8.79,6.26,2024-08-18 00:00:00,7.19,Lyon,2.34,5.92,6.6,6.69
Lyon,Bretagne,6.44,4.65,1.3,8.75,6.97,5.63,5.5,2.48,50,4.41,2024-05-07 00:00:00,Airparif,7.98,6.54,70,5.86,6.84,1.91,5.05,2024-04-12 00:00:00,6.37,Marseille,1.84,8.25,5.87,5.73
Lille,Provence-Alpes-Côte d'Azur,6.55,7.3,3.19,5.03,2.33,5.35,4.84,6.1,50,6.38,2024-07-14 00:00:00,Data.gouv.fr,1.85,6.73,70,4.25,2.38,2.47,6.65,2024-12-18 00:00:00,1.37,Toulouse,7.43,1.5,3.03,7.82
Nantes,Auvergne-Rhône-Alpes,8.57,6.88,4.32,5.7,4.76,3.16,2.8,8.65,50,5.72,2024-02-21 00:00:00,RATP_Open_Data_2024,6.25,6.97,110,1.9,8.54,6.31,4.97,2024-08-22 00:00:00,4.11,Montpellier,5.77,3.73,6.35,5.01
Toulouse,Auvergne-Rhône-Alpes,2.53,2.17,2.71,3.69,7.08,4.36,2.95,3.2,30,2.01,2024-07-29 00:00:00,Airparif,8.36,6.14,110,3.27,4.84,2.48,6.36,2024-12-22 00:00:00,5.87,Nice,7.59,7.89,4.1,3.69
Nantes,Grand Est,6.21,3.94,7.53,7.78,4.85,1.49,5.49,8.23,50,6.87,2024-02-19 00:00:00,Météo-France,5.87,2.07,45,3.88,5.9,8.1,3.62,2024-11-28 00:00:00,4.64,Toulouse,6.11,5.12,8.55,5.27
Nantes,Île-de-France,5.72,4.02,8.42,2.14,3.35,2.88,6.26,7.91,80,6.86,2024-06-23 00:00:00,Airparif,6.45,2.38,30,3.04,7.66,5.97,5.41,2024-03-01 00:00:00,4.75,Montpellier,1.63,4.95,7.76,1.45
Paris,Occitanie,4.29,7.86,5.48,6.77,1.22,5.33,3.06,6.84,30,2.54,2024-03-08 00:00:00,Airparif,4.94,2.48,130,7.85,6.18,2.28,1.95,2024-11-30 00:00:00,4.47,Nice,6.94,2.67,3.17,1.47
Marseille,Auvergne-Rhône-Alpes,7.78,2.62,6.08,7.39,2.52,5.77,3.61,7.09,70,7.72,2024-01-09 00:00:00,RATP_Open_Data_2024,3.29,3.55,70,3.66,7.89,4.99,7.44,2024-11-23 00:00:00,1.56,Strasbourg,2.39,7.59,4.27,7.91
Lyon,Île-de-France,6.14,7.66,2.93,8.37,2.62,3.17,8.18,5.34,50,4.49,2024-05-20 00:00:00,SNCF_Open_Data,2.4,2.02,110,3.53,4.22,8.33,2.09,2024-12-08 00:00:00,1.71,Montpellier,1.27,2.04,3.9,4.49
Strasbourg,Auvergne-Rhône-Alpes,2.28,2.53,1.87,6.49,2.77,5.54,5.45,2.49,110,8.19,2024-01-07 00:00:00,Airparif,2.2,8.51,130,7.19,3.45,5.12,4.66,2024-01-19 00:00:00,5.87,Lyon,6.33,1.86,7.78,5.1
Nice,Occitanie,3.53,8.61,3.49,6.0,1.21,7.61,3.08,6.46,50,5.6,2024-08-02 00:00:00,Météo-France,7.14,2.24,80,2.0,5.62,2.57,7.49,2024-09-27 00:00:00,7.66,Nantes,3.7,1.4,8.61,2.45
Toulouse,Île-de-France,7.56,6.7,4.29,1.84,6.71,4.23,4.51,7.24,30,4.56,2024-10-11 00:00:00,Airparif,2.03,2.98,80,6.37,5.6,2.63,5.67,2024-04-06 00:00:00,6.23,Strasbourg,4.12,4.64,8.2,7.05
Nantes,Auvergne-Rhône-Alpes,6.13,7.68,2.62,4.59,7.26,8.56,7.83,7.28,45,5.93,2024-08-09 00:00:00,RATP_Open_Data_2024,1.51,2.89,80,2.46,6.39,3.01,1.4,2024-01-15 00:00:00,4.02,Marseille,8.58,8.6,2.03,6.18
Bordeaux,Hauts-de-France,1.39,2.43,8.29,6.68,6.84,8.13,4.06,3.11,110,5.22,2024-06-07 00:00:00,SNCF_Open_Data,5.78,8.6,70,3.5,2.04,1.41,5.61,2024-10-18 00:00:00,2.92,Nantes,6.57,7.4,7.59,5.49
Lille,Île-de-France,6.43,8.6,8.46,2.97,2.8,4.22,6.88,6.85,70,6.66,2024-08-07 00:00:00,Airparif,2.01,6.34,110,8.11,8.49,2.46,2.65,2024-04-20 00:00:00,2.83,Lille,5.78,3.02,5.87,8.46
Lyon,Auvergne-Rhône-Alpes,4.79,2.38,5.02,5.25,5.14,6.11,2.71,6.68,50,1.3,2024-12-23 00:00:00,Météo-France,8.61,2.99,50,6.12,5.46,6.61,4.61,2024-08-18 00:00:00,1.69,Marseille,7.96,2.77,6.33,6.28
Bordeaux,Auvergne-Rhône-Alpes,6.71,6.31,7.63,1.55,5.82,5.04,3.76,8.26,45,3.78,2024-09-06 00:00:00,RATP_Open_Data_2024,8.69,5.83,45,4.63,5.31,2.21,3.51,2024-02-10 00:00:00,3.19,Lyon,1.85,7.52,6.48,1.35
Montpellier,Hauts-de-France,3.8,8.55,7.04,4.09,4.35,6.57,7.84,5.24,80,3.22,2024-02-22 00:00:00,Météo-France,8.35,7.72,80,8.15,8.2,8.62,5.17,2024-12-16 00:00:00,1.77,Lyon,7.49,6.01,4.17,6.53
Marseille,Bretagne,8.01,7.75,1.39,1.78,2.93,2.97,3.45,8.14,45,3.56,2024-12-10 00:00:00,RATP_Open_Data_2024,7.86,7.77,130,7.17,1.57,6.39,3.25,2024-07-26 00:00:00,8.56,Bordeaux,3.31,1.72,6.75,5.36
Nice,Normandie,8.07,6.17,6.99,5.27,7.76,7.18,3.1,8.4,45,8.72,2024-12-08 00:00:00,Airparif,7.56,4.2,30,7.97,2.33,5.18,3.76,2024-09-03 00:00:00,1.75,Strasbourg,2.26,5.09,7.78,5.15
Nantes,Provence-Alpes-Côte d'Azur,4.77,5.97,5.0,2.21,4.11,8.19,6.32,4.46,110,5.55,2024-01-14 00:00:00,RATP_Open_Data_2024,1.94,1.23,80,6.7,2.22,3.5,1.22,2024-06-12 00:00:00,1.34,Paris,6.66,2.12,6.02,7.09
Lille,Île-de-France,5.91,1.69,7.35,3.6,5.92,2.1,2.69,3.75,50,7.37,2024-08-24 00:00:00,Météo-France,8.38,4.96,110,3.4,4.63,8.25,5.61,2024-03-16 00:00:00,1.3,Nantes,5.31,3.03,4.09,6.17
Strasbourg,Pays de la Loire,8.7,2.83,7.45,7.73,4.92,6.54,8.07,2.92,130,2.65,2024-02-25 00:00:00,Météo-France,2.03,2.24,80,6.51,1.84,3.13,4.04,2024-04-06 00:00:00,5.52,Paris,8.65,2.0,4.76,5.24
Lille,Normandie,4.64,4.1,7.1,4.43,4.71,1.93,8.73,4.65,80,3.36,2024-08-24 00:00:00,Météo-France,2.11,5.13,45,5.51,3.71,7.63,5.29,2024-07-19 00:00:00,8.57,Montpellier,4.59,7.22,5.47,3.97
Paris,Nouvelle-Aquitaine,6.74,4.48,5.99,8.35,4.88,5.7,2.95,3.86,45,4.4,2024-06-15 00:00:00,Météo-France,3.45,2.01,30,1.35,5.3,1.74,3.17,2024-08-08 00:00:00,4.7,Bordeaux,6.34,8.78,6.4,5.3
Strasbourg,Normandie,6.29,2.11,4.48,1.77,3.1,7.57,8.67,4.3,70,3.98,2024-08-27 00:00:00,Data.gouv.fr,2.35,5.4,50,2.61,4.01,8.71,3.56,2024-08-05 00:00:00,6.4,Strasbourg,2.52,8.73,1.82,6.37
Lyon,Bretagne,1.21,8.58,4.65,4.78,5.5,7.56,4.21,8.61,130,4.22,2024-06-30 00:00:00,Météo-France,1.45,4.07,70,8.36,1.36,8.64,8.15,2024-07-18 00:00:00,7.53,Marseille,8.34,3.65,2.85,4.73
Bordeaux,Grand Est,8.46,7.81,6.79,2.58,3.15,4.45,2.64,4.49,45,5.69,2024-02-23 00:00:00,RATP_Open_Data_2024,2.55,6.04,110,6.22,3.2,1.91,2.69,2024-11-17 00:00:00,2.38,Nice,7.19,1.92,4.38,2.83
Paris,Île-de-France,3.0,3.54,4.4,2.04,4.44,3.87,4.23,2.88,30,7.15,2024-08-21 00:00:00,RATP_Open_Data_2024,4.31,4.61,70,8.55,2.75,6.92,5.53,2024-12-11 00:00:00,7.89,Lille,6.19,7.95,3.69,4.94
Strasbourg,Normandie,1.75,3.5,6.03,1.37,7.03,2.1,3.26,2.21,70,4.96,2024-07-06 00:00:00,RATP_Open_Data_2024,3.56,4.15,30,4.28,2.25,4.9,6.49,2024-02-21 00:00:00,2.34,Montpellier,5.65,2.05,4.04,3.33
Bordeaux,Île-de-France,8.21,2.63,8.48,6.93,8.31,2.3,6.56,4.38,70,1.33,2024-10-02 00:00:00,Data.gouv.fr,2.33,1.41,80,4.57,2.74,1.22,7.24,2024-06-24 00:00:00,3.84,Marseille,4.07,7.99,3.33,4.91
Toulouse,Occitanie,6.39,1.62,8.25,6.91,2.64,4.85,1.35,5.76,70,2.33,2024-11-22 00:00:00,Airparif,7.83,4.54,110,4.31,6.64,8.22,7.23,2024-07-08 00:00:00,2.72,Marseille,1.68,5.73,7.01,2.64
Paris,Occitanie,3.87,8.33,6.32,3.91,4.38,6.6,7.27,3.53,45,3.0,2024-04-10 00:00:00,Météo-France,1.94,8.07,110,7.86,2.43,3.76,7.65,2024-08-13 00:00:00,2.98,Montpellier,6.01,8.07,5.78,3.57
Toulouse,Grand Est,4.93,6.74,7.09,6.33,6.03,4.52,3.37,5.27,70,4.93,2024-01-06 00:00:00,Data.gouv.fr,2.68,5.42,45,3.65,5.34,2.04,2.39,2024-07-01 00:00:00,4.97,Lyon,2.85,7.6,4.14,4.38
Montpellier,Bretagne,2.2,8.19,6.93,8.07,2.68,1.27,4.73,2.09,50,2.2,2024-11-24 00:00:00,Data.gouv.fr,3.86,8.64,45,3.14,3.25,7.44,5.05,2024-10-29 00:00:00,6.49,Marseille,5.87,4.92,8.2,8.7
Marseille,Auvergne-Rhône-Alpes,4.33,6.29,7.59,4.38,3.45,5.79,6.53,6.77,80,7.5,2024-08-17 00:00:00,RATP_Open_Data_2024,5.32,3.1,70,3.38,5.49,3.09,6.53,2024-04-10 00:00:00,1.77,Lille,8.4,6.38,2.64,5.36
Lille,Hauts-de-France,7.51,1.44,7.58,7.69,6.48,6.41,4.76,7.89,50,3.58,2024-01-13 00:00:00,Météo-France,7.76,2.14,70,2.9,1.53,2.32,4.16,2024-10-16 00:00:00,7.86,Toulouse,5.47,2.08,8.64,4.82
Lille,Bretagne,5.91,8.04,5.83,1.46,6.99,5.31,3.23,2.55,45,4.11,2024-08-16 00:00:00,Airparif,1.42,8.34,70,1.32,1.94,4.96,5.26,2024-03-18 00:00:00,1.55,Lyon,4.64,6.31,5.72,5.56
Strasbourg,Provence-Alpes-Côte d'Azur,7.05,1.97,5.67,3.78,3.32,7.02,8.62,1.37,50,1.31,2024-12-23 00:00:00,Météo-France,1.96,1.96,45,4.94,2.41,6.18,8.48,2024-09-29 00:00:00,4.32,Paris,4.35,3.79,2.13,1.59
Paris,Provence-Alpes-Côte d'Azur,3.65,2.13,2.41,5.6,7.61,3.52,4.98,1.4,50,8.44,2024-08-14 00:00:00,RATP_Open_Data_2024,4.76,5.21,110,2.1,3.53,2.72,5.06,2024-02-10 00:00:00,4.54,Bordeaux,1.83,8.18,2.71,5.45
Marseille,Occitanie,7.35,2.93,5.61,2.56,3.73,1.99,7.89,5.15,30,7.96,2024-07-12 00:00:00,Météo-France,6.97,8.46,30,6.81,5.27,4.03,7.45,2024-03-01 00:00:00,3.22,Lyon,5.58,5.4,4.56,3.57
Nice,Normandie,5.39,8.75,6.25,1.83,6.43,2.77,8.63,5.82,70,2.46,2024-03-28 00:00:00,Data.gouv.fr,1.37,1.42,110,3.52,4.9,2.11,4.61,2024-12-08 00:00:00,1.62,Lille,2.59,7.51,5.61,4.48
Nantes,Hauts-de-France,1.26,1.72,7.58,7.35,3.34,1.32,7.35,6.2,130,5.86,2024-11-01 00:00:00,RATP_Open_Data_2024,7.35,1.8,45,1.6,4.04,3.36,8.57,2024-07-09 00:00:00,1.39,Toulouse,7.94,4.68,2.53,2.97
Strasbourg,Normandie,3.27,1.74,5.25,8.5,3.03,2.86,6.69,8.16,45,1.41,2024-07-14 00:00:00,Data.gouv.fr,5.29,5.29,50,5.2,3.47,3.6,2.45,2024-02-06 00:00:00,3.98,Nice,2.17,3.46,6.16,6.64
Toulouse,Occitanie,5.35,5.21,5.89,2.58,8.06,5.12,4.38,4.0,30,2.48,2024-01-14 00:00:00,Data.gouv.fr,4.26,2.82,50,8.58,6.69,7.61,7.44,2024-03-21 00:00:00,8.48,Montpellier,1.76,5.59,6.0,1.97
Montpellier,Île-de-France,1.61,4.98,4.81,5.83,3.03,6.11,8.43,5.15,130,2.42,2024-09-25 00:00:00,Data.gouv.fr,3.66,4.97,130,1.39,2.75,2.98,8.65,2024-04-12 00:00:00,5.84,Strasbourg,7.7,5.51,2.36,2.16
Strasbourg,Pays de la Loire,1.27,6.59,2.33,1.5,8.36,1.51,4.21,6.92,45,6.7,2024-07-24 00:00:00,Météo-France,4.96,7.72,80,3.09,7.68,6.6,5.32,2024-02-29 00:00:00,7.84,Paris,7.24,7.58,1.43,3.24
Nantes,Bretagne,1.74,8.18,5.81,4.03,2.74,3.47,7.6,5.95,70,8.46,2024-01-03 00:00:00,SNCF_Open_Data,6.58,3.36,45,5.79,2.53,5.55,5.72,2024-12-09 00:00:00,2.87,Toulouse,7.39,2.35,7.09,1.49
Marseille,Île-de-France,5.08,4.36,6.85,5.37,1.32,2.61,8.64,8.74,30,5.41,2024-10-09 00:00:00,Data.gouv.fr,5.97,7.78,30,2.29,4.63,5.77,7.6,2024-06-15 00:00:00,7.43,Bordeaux,6.33,2.68,1.72,6.77
Montpellier,Bretagne,7.11,8.11,1.98,5.26,5.43,8.48,6.23,6.07,30,6.93,2024-04-07 00:00:00,Data.gouv.fr,4.7,8.76,30,7.74,1.2,1.64,7.64,2024-05-16 00:00:00,3.38,Toulouse,2.7,5.77,6.32,4.62
Strasbourg,Occitanie,8.27,2.96,4.28,7.77,2.6,2.49,7.93,4.41,70,6.92,2024-10-09 00:00:00,Airparif,3.84,7.89,110,6.51,8.01,7.16,1.77,2024-08-06 00:00:00,6.65,Nantes,1.59,7.82,5.19,5.37
Toulouse,Pays de la Loire,8.5,7.54,4.22,6.8,5.48,2.27,4.71,5.09,130,3.31,2024-11-22 00:00:00,SNCF_Open_Data,1.72,3.91,130,5.66,6.97,8.8,6.31,2024-02-16 00:00:00,5.9,Toulouse,7.2,5.87,4.86,4.79
Strasbourg,Grand Est,3.61,1.94,3.31,2.87,3.38,5.27,3.42,6.91,70,6.45,2024-01-11 00:00:00,Météo-France,6.21,6.14,50,5.0,6.18,7.26,7.26,2024-10-23 00:00:00,5.61,Montpellier,3.94,8.65,5.38,7.59
Nantes,Normandie,6.4,7.89,5.58,2.89,8.18,4.91,4.43,1.43,80,1.82,2024-04-17 00:00:00,RATP_Open_Data_2024,5.47,3.42,45,7.47,7.03,1.25,6.05,2024-08-08 00:00:00,4.15,Marseille,6.63,5.96,4.14,6.22
Nice,Nouvelle-Aquitaine,5.29,5.27,7.13,4.74,1.36,4.13,6.39,2.37,110,7.76,2024-05-30 00:00:00,Météo-France,4.74,2.0,80,6.14,5.12,7.88,6.63,2024-06-08 00:00:00,5.45,Nantes,2.07,1.63,6.23,1.98
Bordeaux,Auvergne-Rhône-Alpes,7.55,3.77,2.13,7.73,2.5,7.69,7.88,3.12,80,4.1,2024-05-23 00:00:00,Météo-France,7.59,5.56,70,4.81,6.31,3.12,2.62,2024-04-20 00:00:00,7.98,Paris,8.4,5.58,3.15,6.46
Paris,Provence-Alpes-Côte d'Azur,5.4,6.05,3.34,5.68,7.07,3.45,5.52,5.77,45,5.32,2024-11-20 00:00:00,Data.gouv.fr,6.6,5.86,80,7.34,4.65,4.77,5.67,2024-09-14 00:00:00,7.49,Lille,7.52,3.55,7.69,7.24
Bordeaux,Grand Est,5.71,5.61,7.78,7.87,7.68,1.22,6.48,7.61,110,4.45,2024-02-09 00:00:00,RATP_Open_Data_2024,4.4,8.77,45,8.75,6.2,8.49,3.35,2024-09-19 00:00:00,2.79,Nice,2.58,8.75,4.74,7.01
Strasbourg,Auvergne-Rhône-Alpes,7.89,4.89,5.13,8.49,8.71,5.74,5.01,6.5,110,8.65,2024-05-01 00:00:00,SNCF_Open_Data,3.27,1.78,45,4.58,5.94,3.33,6.38,2024-10-19 00:00:00,8.32,Strasbourg,5.92,5.55,4.73,2.01
Paris,Grand Est,4.99,7.6,6.82,4.69,5.0,5.5,5.75,1.93,70,7.31,2024-12-09 00:00:00,Météo-France,7.77,8.21,110,8.32,4.49,1.24,5.77,2024-04-02 00:00:00,4.09,Marseille,2.64,8.22,1.58,6.65
Strasbourg,Bretagne,5.26,6.29,7.86,8.65,7.98,1.58,8.71,5.07,80,4.92,2024-01-20 00:00:00,SNCF_Open_Data,5.93,1.25,30,4.98,6.56,5.64,5.32,2024-09-18 00:00:00,7.47,Marseille,7.43,2.26,3.82,7.17
Nice,Bretagne,5.67,5.12,1.28,7.55,1.6,7.4,5.07,3.32,110,8.31,2024-03-09 00:00:00,SNCF_Open_Data,6.13,1.33,70,5.24,6.18,4.29,7.33,2024-04-05 00:00:00,8.25,Nantes,3.45,3.54,2.08,5.2
Lyon,Hauts-de-France,8.27,7.16,4.89,5.88,4.97,1.72,6.49,1.9,130,4.69,2024-02-21 00:00:00,Data.gouv.fr,7.72,5.24,45,5.68,7.23,1.56,5.92,2024-11-10 00:00:00,5.66,Montpellier,6.64,2.04,3.35,6.24
Paris,Normandie,6.26,7.45,3.3,5.07,4.89,1.87,5.33,3.14,70,8.05,2024-01-06 00:00:00,Airparif,5.58,4.27,50,6.98,6.32,4.98,7.11,2024-05-04 00:00:00,2.34,Paris,5.42,1.87,1.68,3.56
Lille,Pays de la Loire,4.29,8.32,2.68,7.1,5.07,2.3,4.13,6.56,130,3.89,2024-04-09 00:00:00,Airparif,5.13,5.26,30,8.57,5.01,1.64,6.7,2024-09-08 00:00:00,8.77,Strasbourg,2.21,2.23,7.1,7.04
Paris,Pays de la Loire,3.93,5.9,3.89,5.34,7.26,2.0,2.21,7.2,45,3.34,2024-04-28 00:00:00,RATP_Open_Data_2024,6.33,4.31,30,2.87,6.39,4.1,1.8,2024-04-27 00:00:00,1.23,Marseille,3.51,8.1,3.17,4.32
Montpellier,Grand Est,6.55,1.69,6.1,7.33,8.37,1.45,7.28,7.83,130,3.31,2024-10-21 00:00:00,RATP_Open_Data_2024,2.66,6.42,70,8.4,5.12,7.46,6.13,2024-07-10 00:00:00,5.71,Lille,3.71,7.92,3.94,8.04
Strasbourg,Pays de la Loire,5.34,6.34,7.65,2.52,2.76,4.8,4.41,1.35,80,7.52,2024-02-22 00:00:00,Data.gouv.fr,8.44,4.51,70,8.37,3.2,6.65,3.09,2024-05-27 00:00:00,8.39,Paris,3.1,3.8,6.35,3.96
Strasbourg,Provence-Alpes-Côte d'Azur,8.63,5.54,5.99,3.66,2.87,6.63,5.01,1.54,110,3.75,2024-04-23 00:00:00,SNCF_Open_Data,4.35,2.24,80,4.43,5.39,8.65,7.62,2024-10-18 00:00:00,1.24,Bordeaux,7.95,2.53,4.04,7.28
Bordeaux,Auvergne-Rhône-Alpes,6.89,1.98,2.45,4.16,7.76,6.94,8.3,1.3,70,7.79,2024-10-24 00:00:00,Airparif,8.14,6.27,50,3.39,1.93,2.16,7.53,2024-10-26 00:00:00,6.23,Nantes,1.83,5.75,6.86,6.97
Strasbourg,Pays de la Loire,1.27,8.42,2.49,2.13,6.12,1.3,7.9,3.03,30,5.98,2024-09-11 00:00:00,Data.gouv.fr,4.67,5.79,30,6.85,2.01,3.57,6.26,2024-01-15 00:00:00,8.55,Toulouse,5.3,8.46,6.98,8.41
Nice,Auvergne-Rhône-Alpes,2.86,5.14,5.86,3.45,3.13,4.56,5.52,2.5,70,4.52,2024-07-08 00:00:00,SNCF_Open_Data,2.41,2.0,110,1.62,7.24,8.62,7.05,2024-01-30 00:00:00,3.96,Marseille,2.93,8.67,4.66,2.11
Toulouse,Bretagne,7.83,5.54,2.4,2.7,3.87,8.73,1.48,1.49,80,1.65,2024-06-18 00:00:00,SNCF_Open_Data,4.65,4.95,70,7.67,8.53,8.79,5.63,2024-02-26 00:00:00,1.61,Bordeaux,5.22,5.92,6.96,6.94
Bordeaux,Normandie,7.29,3.18,3.25,6.38,3.03,7.77,8.5,5.01,130,5.63,2024-07-28 00:00:00,Airparif,8.36,3.88,50,2.08,6.03,2.98,2.48,2024-06-17 00:00:00,4.28,Bordeaux,3.0,2.42,4.55,7.47
Lyon,Île-de-France,6.67,6.52,8.55,5.27,7.27,4.06,1.45,2.14,70,7.43,2024-11-16 00:00:00,SNCF_Open_Data,7.82,4.77,50,3.09,2.35,7.2,3.39,2024-09-02 00:00:00,6.82,Lyon,4.07,4.57,7.98,6.42
Montpellier,Île-de-France,7.44,3.04,5.79,3.04,1.84,5.4,2.01,6.64,70,2.3,2024-05-08 00:00:00,Data.gouv.fr,7.0,7.29,130,5.04,2.0,4.0,8.28,2024-11-18 00:00:00,5.45,Marseille,8.58,7.18,7.15,6.96
Montpellier,Grand Est,1.43,8.8,8.19,3.5,5.71,2.64,3.06,1.41,50,7.18,2024-09-28 00:00:00,SNCF_Open_Data,6.76,7.76,45,4.66,5.78,2.49,3.8,2024-12-26 00:00:00,5.53,Bordeaux,3.18,3.55,5.92,1.63
Strasbourg,Auvergne-Rhône-Alpes,4.64,2.72,7.14,4.78,2.75,3.92,4.85,8.09,130,7.19,2024-08-15 00:00:00,Data.gouv.fr,4.79,1.66,110,2.22,7.93,7.36,6.08,2024-05-22 00:00:00,2.38,Paris,6.91,3.68,2.56,4.13
Lyon,Nouvelle-Aquitaine,4.46,2.17,2.15,4.17,6.21,1.73,3.55,7.46,110,5.96,2024-05-12 00:00:00,Data.gouv.fr,3.16,2.64,45,8.51,3.07,2.68,7.91,2024-01-10 00:00:00,2.99,Montpellier,5.98,4.96,8.27,2.93
Marseille,Grand Est,8.75,6.44,4.64,3.14,6.73,7.54,2.84,5.41,130,3.33,2024-04-06 00:00:00,Airparif,2.6,4.7,30,2.64,6.51,2.69,6.75,2024-12-14 00:00:00,8.35,Montpellier,4.73,2.28,4.05,7.76
Lille,Auvergne-Rhône-Alpes,6.55,2.28,5.36,7.59,7.6,1.47,5.74,7.1,80,6.41,2024-08-12 00:00:00,Airparif,8.22,2.49,80,7.18,2.75,5.18,8.31,2024-12-26 00:00:00,2.97,Bordeaux,2.95,2.51,7.85,2.8
Lyon,Grand Est,4.48,2.91,1.42,6.51,3.55,3.98,8.46,2.24,50,2.83,2024-12-06 00:00:00,SNCF_Open_Data,6.24,2.64,80,8.27,4.78,4.59,6.43,2024-05-03 00:00:00,8.54,Strasbourg,5.92,2.9,1.86,4.88
Lille,Bretagne,1.55,4.01,6.96,1.25,7.12,4.68,5.4,5.07,70,6.14,2024-11-05 00:00:00,Airparif,1.8,3.38,70,1.82,5.4,8.04,8.07,2024-06-25 00:00:00,8.2,Marseille,5.38,3.5,7.15,5.85
Lyon,Nouvelle-Aquitaine,2.35,6.59,2.09,1.32,5.16,8.24,4.96,7.46,130,2.22,2024-06-22 00:00:00,SNCF_Open_Data,6.48,3.1,45,1.76,5.37,6.31,1.5,2024-09-18 00:00:00,7.45,Bordeaux,2.5,4.26,3.75,6.51
Lille,Occitanie,6.67,2.43,4.04,2.48,1.22,7.48,2.81,5.51,80,6.36,2024-02-24 00:00:00,Météo-France,3.51,3.67,110,2.08,6.01,5.45,2.55,2024-06-12 00:00:00,3.69,Lyon,1.32,8.16,3.48,2.27
Lille,Provence-Alpes-Côte d'Azur,1.25,2.33,3.53,2.85,1.82,7.03,7.99,5.96,80,2.62,2024-03-31 00:00:00,Airparif,6.56,3.72,50,2.82,5.06,4.07,4.19,2024-10-20 00:00:00,4.65,Nice,1.76,2.69,3.83,8.12
Toulouse,Île-de-France,3.86,7.09,5.59,3.54,6.01,1.68,3.47,6.16,45,7.14,2024-11-13 00:00:00,RATP_Open_Data_2024,8.31,6.63,30,7.55,3.58,7.52,8.65,2024-05-09 00:00:00,3.99,Bordeaux,7.39,2.76,4.76,3.95
Paris,Provence-Alpes-Côte d'Azur,8.6,7.56,7.09,8.41,3.39,1.4,3.33,3.22,45,3.16,2024-04-13 00:00:00,Data.gouv.fr,3.71,7.93,80,8.76,8.58,6.2,8.23,2024-11-29 00:00:00,1.25,Paris,7.0,3.43,6.85,3.06
Paris,Normandie,3.82,7.42,7.66,4.07,8.4,1.99,6.08,6.35,80,2.69,2024-01-30 00:00:00,Airparif,3.21,4.15,130,5.7,4.69,6.97,4.57,2024-04-03 00:00:00,4.51,Bordeaux,7.66,8.07,5.86,3.97
Bordeaux,Hauts-de-France,4.01,4.69,2.95,4.88,7.12,2.06,5.79,2.68,70,2.6,2024-05-05 00:00:00,Météo-France,7.33,4.84,30,4.38,3.01,1.27,8.41,2024-06-04 00:00:00,3.91,Lille,6.93,2.46,5.5,4.63
Nice,Île-de-France,8.36,1.96,6.09,8.35,3.68,7.31,7.61,4.93,70,4.22,2024-01-03 00:00:00,Météo-France,7.99,3.83,30,3.11,6.16,6.59,1.87,2024-03-19 00:00:00,7.92,Paris,6.75,7.4,8.58,8.63
Toulouse,Provence-Alpes-Côte d'Azur,7.74,1.93,6.57,5.6,7.97,4.58,5.4,1.23,80,3.49,2024-06-21 00:00:00,Data.gouv.fr,6.65,4.72,70,4.62,3.96,4.09,2.08,2024-12-10 00:00:00,1.97,Lille,2.21,8.66,2.44,2.06
Lille,Grand Est,5.95,2.01,3.1,8.76,1.47,2.83,6.32,3.09,110,8.28,2024-02-13 00:00:00,SNCF_Open_Data,6.59,7.85,45,3.17,4.96,4.75,6.59,2024-01-04 00:00:00,6.21,Marseille,1.46,4.22,5.45,4.17
Bordeaux,Pays de la Loire,1.35,6.32,2.27,6.88,7.48,3.58,2.98,5.28,80,2.43,2024-07-12 00:00:00,SNCF_Open_Data,4.55,4.24,45,5.15,3.85,4.72,7.41,2024-10-25 00:00:00,1.55,Nice,4.75,6.55,1.48,7.24
Lyon,Nouvelle-Aquitaine,3.37,7.4,5.52,4.11,8.05,2.78,7.61,4.46,45,3.97,2024-06-19 00:00:00,Airparif,5.82,3.16,130,5.88,2.92,6.8,2.14,2024-11-17 00:00:00,3.64,Lyon,7.97,7.26,6.89,7.77
Paris,Auvergne-Rhône-Alpes,4.78,7.46,7.67,6.6,2.73,8.29,7.75,3.0,30,2.96,2024-10-24 00:00:00,Météo-France,6.57,7.78,45,1.32,5.3,3.01,5.59,2024-08-18 00:00:00,4.94,Marseille,8.0,8.41,1.73,4.58
Marseille,Bretagne,7.45,2.09,3.65,6.83,2.77,5.89,4.0,2.44,110,7.53,2024-05-05 00:00:00,SNCF_Open_Data,7.86,8.79,70,2.35,1.97,4.97,8.06,2024-10-20 00:00:00,3.48,Lyon,5.81,3.11,3.77,7.24
